t,ia,ib,ic,va,vb,vc
0.0366,0.058705,-0.035475,-0.02323,0.21516,0.42146,-0.63662
0.0367,0.05893,-0.033667,-0.025263,0.19198,0.43969,-0.63168
0.0368,0.059071,-0.031811,-0.02726,0.16853,0.4573,-0.62584
0.0369,0.059128,-0.029909,-0.029218,0.14484,0.47426,-0.61911
0.037,0.059101,-0.027966,-0.031135,0.12095,0.49055,-0.6115
0.0371,0.05899,-0.025982,-0.033008,0.096881,0.50614,-0.60302
0.0372,0.058795,-0.023962,-0.034833,0.072677,0.52101,-0.59369
0.0373,0.058517,-0.021907,-0.036609,0.048369,0.53514,-0.58351
0.0374,0.058155,-0.019822,-0.038333,0.023992,0.54851,-0.5725
0.0375,0.057711,-0.017708,-0.040003,-0.00041892,0.5611,-0.56068
0.0376,0.057185,-0.015569,-0.041616,-0.024829,0.57289,-0.54807
0.0377,0.056577,-0.013408,-0.043169,-0.049204,0.58387,-0.53467
0.0378,0.05589,-0.011228,-0.044661,-0.073509,0.59402,-0.52051
0.0379,0.055122,-0.0090322,-0.04609,-0.09771,0.60333,-0.50562
0.038,0.054277,-0.0068234,-0.047453,-0.12177,0.61177,-0.49
0.0381,0.053354,-0.0046048,-0.048749,-0.14566,0.61935,-0.47369
0.0382,0.052356,-0.0023798,-0.049976,-0.16934,0.62605,-0.45671
0.0383,0.051283,-0.00015128,-0.051131,-0.19278,0.63186,-0.43908
0.0384,0.050137,0.0020774,-0.052214,-0.21595,0.63677,-0.42082
0.0385,0.04892,0.0043031,-0.053223,-0.23881,0.64078,-0.40197
0.0386,0.047633,0.0065227,-0.054156,-0.26133,0.64387,-0.38254
0.0387,0.046279,0.0087331,-0.055012,-0.28348,0.64605,-0.36257
0.0388,0.044859,0.010931,-0.05579,-0.30523,0.64731,-0.34209
0.0389,0.043375,0.013113,-0.056489,-0.32654,0.64766,-0.32112
0.039,0.04183,0.015277,-0.057107,-0.34739,0.64708,-0.29969
0.0391,0.040225,0.017419,-0.057644,-0.36774,0.64558,-0.27784
0.0392,0.038563,0.019537,-0.058099,-0.38758,0.64316,-0.25559
0.0393,0.036846,0.021626,-0.058472,-0.40686,0.63983,-0.23298
0.0394,0.035077,0.023685,-0.058762,-0.42556,0.6356,-0.21003
0.0395,0.033258,0.02571,-0.058968,-0.44366,0.63046,-0.18679
0.0396,0.031392,0.027699,-0.05909,-0.46113,0.62442,-0.16329
0.0397,0.029481,0.029648,-0.059129,-0.47794,0.61749,-0.13955
0.0398,0.027528,0.031555,-0.059083,-0.49408,0.60969,-0.11561
0.0399,0.025536,0.033417,-0.058953,-0.50951,0.60102,-0.091513
0.04,0.023508,0.035232,-0.05874,-0.52422,0.5915,-0.067283
0.0401,0.021446,0.036997,-0.058443,-0.53818,0.58114,-0.042956
0.0402,0.019354,0.038709,-0.058063,-0.55138,0.56995,-0.018569
0.0403,0.017235,0.040366,-0.057601,-0.56379,0.55795,0.0058442
0.0404,0.015091,0.041966,-0.057057,-0.57541,0.54515,0.03025
0.0405,0.012925,0.043506,-0.056431,-0.5862,0.53159,0.054613
0.0406,0.010741,0.044984,-0.055726,-0.59616,0.51727,0.078897
0.0407,0.0085422,0.046399,-0.054941,-0.60528,0.50221,0.10307
0.0408,0.0063309,0.047747,-0.054078,-0.61353,0.48644,0.1271
0.0409,0.0041106,0.049028,-0.053138,-0.62092,0.46998,0.15094
0.041,0.0018845,0.050239,-0.052123,-0.62742,0.45285,0.17457
0.0411,-0.00034425,0.051378,-0.051034,-0.63303,0.43507,0.19796
0.0412,-0.0025726,0.052445,-0.049872,-0.63774,0.41668,0.22106
0.0413,-0.0047972,0.053437,-0.04864,-0.64154,0.3977,0.24385
0.0414,-0.007015,0.054353,-0.047338,-0.64443,0.37815,0.26629
0.0415,-0.0092229,0.055192,-0.045969,-0.64641,0.35806,0.28835
0.0416,-0.011418,0.055952,-0.044534,-0.64747,0.33747,0.31
0.0417,-0.013596,0.056633,-0.043037,-0.64761,0.31639,0.33121
0.0418,-0.015755,0.057233,-0.041478,-0.64682,0.29487,0.35196
0.0419,-0.017892,0.057752,-0.03986,-0.64512,0.27292,0.3722
0.042,-0.020004,0.058189,-0.038186,-0.6425,0.25059,0.39191
0.0421,-0.022087,0.058544,-0.036457,-0.63897,0.22791,0.41107
0.0422,-0.024138,0.058815,-0.034677,-0.63453,0.20489,0.42964
0.0423,-0.026155,0.059002,-0.032847,-0.62919,0.18159,0.4476
0.0424,-0.028135,0.059106,-0.030971,-0.62295,0.15803,0.46492
0.0425,-0.030076,0.059126,-0.02905,-0.61583,0.13425,0.48159
0.0426,-0.031973,0.059061,-0.027088,-0.60784,0.11027,0.49757
0.0427,-0.033825,0.058913,-0.025088,-0.59898,0.086138,0.51284
0.0428,-0.035629,0.058681,-0.023052,-0.58927,0.061884,0.52738
0.0429,-0.037382,0.058366,-0.020984,-0.57872,0.037541,0.54118
0.043,-0.039082,0.057968,-0.018885,-0.56735,0.013145,0.5542
0.0431,-0.040727,0.057487,-0.01676,-0.55517,-0.01127,0.56644
0.0432,-0.042314,0.056925,-0.014611,-0.54221,-0.035669,0.57788
0.0433,-0.04384,0.056281,-0.012441,-0.52847,-0.060017,0.58849
0.0434,-0.045304,0.055558,-0.010254,-0.51398,-0.08428,0.59826
0.0435,-0.046704,0.054756,-0.0080515,-0.49877,-0.10842,0.60719
0.0436,-0.048038,0.053876,-0.005838,-0.48284,-0.13241,0.61525
0.0437,-0.049303,0.052919,-0.0036162,-0.46623,-0.15621,0.62244
0.0438,-0.050498,0.051887,-0.0013892,-0.44895,-0.17979,0.62874
0.0439,-0.051622,0.050782,0.00083977,-0.43104,-0.20311,0.63415
0.044,-0.052672,0.049604,0.0030675,-0.41251,-0.22615,0.63866
0.0441,-0.053647,0.048356,0.0052909,-0.3934,-0.24886,0.64226
0.0442,-0.054546,0.047039,0.0075068,-0.37373,-0.27122,0.64495
0.0443,-0.055368,0.045656,0.009712,-0.35353,-0.2932,0.64673
0.0444,-0.05611,0.044207,0.011903,-0.33282,-0.31475,0.64758
0.0445,-0.056773,0.042696,0.014078,-0.31165,-0.33586,0.64751
0.0446,-0.057356,0.041123,0.016232,-0.29003,-0.3565,0.64652
0.0447,-0.057857,0.039493,0.018364,-0.26799,-0.37662,0.64462
0.0448,-0.058275,0.037806,0.020469,-0.24558,-0.39622,0.6418
0.0449,-0.058611,0.036066,0.022545,-0.22282,-0.41524,0.63806
0.045,-0.058864,0.034274,0.02459,-0.19974,-0.43368,0.63342
0.0451,-0.059033,0.032434,0.026599,-0.17638,-0.4515,0.62788
0.0452,-0.059118,0.030548,0.02857,-0.15276,-0.46868,0.62145
0.0453,-0.059119,0.028618,0.030501,-0.12893,-0.4852,0.61413
0.0454,-0.059036,0.026647,0.032389,-0.10492,-0.50102,0.60594
0.0455,-0.058869,0.024639,0.03423,-0.080758,-0.51614,0.59689
0.0456,-0.058618,0.022595,0.036023,-0.056481,-0.53051,0.587
0.0457,-0.058285,0.02052,0.037765,-0.032123,-0.54414,0.57626
0.0458,-0.057868,0.018415,0.039453,-0.0077197,-0.55699,0.56471
0.0459,-0.057369,0.016284,0.041085,0.016695,-0.56905,0.55236
0.046,-0.056789,0.01413,0.042658,0.041085,-0.58031,0.53922
0.0461,-0.056128,0.011956,0.044171,0.065417,-0.59073,0.52531
0.0462,-0.055387,0.0097654,0.045621,0.089657,-0.60032,0.51066
0.0463,-0.054567,0.0075605,0.047007,0.11377,-0.60906,0.49529
0.0464,-0.05367,0.0053448,0.048325,0.13772,-0.61692,0.47921
0.0465,-0.052697,0.0031216,0.049575,0.16147,-0.62392,0.46244
0.0466,-0.051648,0.00089388,0.050754,0.185,-0.63002,0.44503
0.0467,-0.050527,-0.0013351,0.051862,0.20826,-0.63523,0.42697
0.0468,-0.049333,-0.0035621,0.052895,0.23123,-0.63954,0.40832
0.0469,-0.04807,-0.0057841,0.053854,0.25386,-0.64294,0.38908
0.047,-0.046738,-0.0079979,0.054736,0.27614,-0.64543,0.36929
0.0471,-0.045339,-0.0102,0.05554,0.29802,-0.64699,0.34897
0.0472,-0.043877,-0.012388,0.056265,0.31949,-0.64764,0.32816
0.0473,-0.042351,-0.014559,0.05691,0.34049,-0.64737,0.30688
0.0474,-0.040766,-0.016708,0.057474,0.36102,-0.64618,0.28517
0.0475,-0.039123,-0.018834,0.057957,0.38103,-0.64407,0.26305
0.0476,-0.037424,-0.020933,0.058357,0.40049,-0.64105,0.24055
0.0477,-0.035672,-0.023003,0.058675,0.41939,-0.63711,0.21772
0.0478,-0.03387,-0.025039,0.058909,0.4377,-0.63227,0.19457
0.0479,-0.032019,-0.02704,0.059059,0.45538,-0.62653,0.17115
0.048,-0.030122,-0.029003,0.059125,0.47241,-0.6199,0.14749
0.0481,-0.028183,-0.030925,0.059108,0.48878,-0.61239,0.12361
0.0482,-0.026204,-0.032802,0.059006,0.50444,-0.60401,0.099563
0.0483,-0.024188,-0.034633,0.058821,0.5194,-0.59477,0.075372
0.0484,-0.022137,-0.036415,0.058552,0.53361,-0.58468,0.051073
0.0485,-0.020055,-0.038145,0.058199,0.54706,-0.57377,0.026703
0.0486,-0.017944,-0.03982,0.057764,0.55974,-0.56204,0.0022939
0.0487,-0.015808,-0.041439,0.057247,0.57162,-0.54951,-0.022118
0.0488,-0.013649,-0.043,0.056649,0.58269,-0.5362,-0.046498
0.0489,-0.011471,-0.044499,0.05597,0.59294,-0.52212,-0.070813
0.049,-0.0092766,-0.045935,0.055211,0.60234,-0.50731,-0.095027
0.0491,-0.007069,-0.047305,0.054374,0.61088,-0.49177,-0.11911
0.0492,-0.0048514,-0.048609,0.05346,0.61855,-0.47554,-0.14302
0.0493,-0.0026269,-0.049843,0.05247,0.62535,-0.45863,-0.16672
0.0494,-0.00039864,-0.051007,0.051405,0.63126,-0.44107,-0.19019
0.0495,0.0018302,-0.052098,0.050268,0.63627,-0.42288,-0.21339
0.0496,0.0040564,-0.053115,0.049058,0.64038,-0.40409,-0.23629
0.0497,0.0062768,-0.054056,0.047779,0.64357,-0.38473,-0.25885
0.0498,0.0084884,-0.054921,0.046433,0.64585,-0.36482,-0.28104
0.0499,0.010688,-0.055708,0.04502,0.64722,-0.34439,-0.30283
0.05,0.012872,-0.056415,0.043543,0.64766,-0.32347,-0.32419
0.0501,0.015038,-0.057043,0.042004,0.64719,-0.30209,-0.3451
0.0502,0.017183,-0.057589,0.040406,0.64579,-0.28028,-0.36551
0.0503,0.019303,-0.058053,0.03875,0.64348,-0.25808,-0.3854
0.0504,0.021396,-0.058435,0.037039,0.64025,-0.23551,-0.40474
0.0505,0.023458,-0.058734,0.035276,0.63611,-0.2126,-0.42351
0.0506,0.025487,-0.058949,0.033462,0.63107,-0.18939,-0.44168
0.0507,0.02748,-0.059081,0.031601,0.62513,-0.16591,-0.45922
0.0508,0.029434,-0.059129,0.029695,0.61831,-0.1422,-0.47611
0.0509,0.031346,-0.059093,0.027747,0.6106,-0.11828,-0.49232
0.051,0.033213,-0.058972,0.025759,0.60203,-0.094198,-0.50783
0.0511,0.035033,-0.058768,0.023735,0.5926,-0.06998,-0.52262
0.0512,0.036804,-0.058481,0.021677,0.58233,-0.045663,-0.53667
0.0513,0.038522,-0.05811,0.019588,0.57123,-0.021281,-0.54995
0.0514,0.040185,-0.057657,0.017471,0.55932,0.0031321,-0.56245
0.0515,0.041791,-0.057121,0.01533,0.54662,0.02754,-0.57415
0.0516,0.043338,-0.056505,0.013167,0.53313,0.051908,-0.58504
0.0517,0.044823,-0.055808,0.010985,0.51889,0.076204,-0.5951
0.0518,0.046245,-0.055032,0.0087871,0.50392,0.10039,-0.60431
0.0519,0.047601,-0.054178,0.0065771,0.48823,0.12443,-0.61266
0.052,0.048889,-0.053247,0.0043576,0.47184,0.1483,-0.62014
0.0521,0.050108,-0.05224,0.002132,0.45478,0.17196,-0.62674
0.0522,0.051255,-0.051159,-9.662e-05,0.43708,0.19537,-0.63245
0.0523,0.05233,-0.050005,-0.0023251,0.41875,0.21851,-0.63726
0.0524,0.053331,-0.04878,-0.0045503,0.39984,0.24133,-0.64116
0.0525,0.054169,-0.047572,-0.0059016,0.37526,0.25872,-0.77311
0.0526,0.054684,-0.046543,-0.0048591,0.34863,0.27422,-1.0624
0.0527,0.054947,-0.045622,-0.0022407,0.33114,0.29897,-1.0875
0.0528,0.055293,-0.044475,-0.0011202,0.31224,0.32237,-0.78236
0.0529,0.055855,-0.04297,-0.0027088,0.29482,0.34722,-0.60561
0.053,0.056413,-0.041329,-0.0051366,0.27791,0.3725,-0.65024
0.0531,0.05671,-0.03981,-0.0057683,0.24161,0.37826,-0.88837
0.0532,0.056658,-0.038502,-0.0037926,0.21781,0.39633,-1.1188
0.0533,0.056469,-0.037197,-0.0014286,0.20283,0.42297,-0.9601
0.0534,0.056463,-0.035576,-0.0014058,0.17369,0.43513,-0.66894
0.0535,0.056609,-0.033672,-0.003591,0.16327,0.46563,-0.57673
0.0536,0.056631,-0.031763,-0.0055229,0.13562,0.47849,-0.68748
0.0537,0.05634,-0.030041,-0.0050161,0.093772,0.47665,-0.97303
0.0538,0.055747,-0.0285,-0.0025108,0.084732,0.50708,-1.0475
0.0539,0.055158,-0.026834,-0.00088019,0.054941,0.51616,-0.77954
0.054,0.054794,-0.024826,-0.0018694,0.031255,0.53069,-0.55795
0.0541,0.054471,-0.022665,-0.0042269,0.02538,0.56232,-0.52544
0.0542,0.053944,-0.020598,-0.0053196,-0.024128,0.54955,-0.72524
0.0543,0.053083,-0.018759,-0.003772,-0.04624,0.56337,-0.97308
0.0544,0.052011,-0.017029,-0.0012589,-0.057874,0.58679,-0.87217
0.0545,0.051088,-0.015052,-0.00061784,-0.10035,0.57846,-0.58756
0.0546,0.05035,-0.012796,-0.002375,-0.10022,0.61176,-0.42823
0.0547,0.049545,-0.010517,-0.0044816,-0.12835,0.61581,-0.47731
0.0548,0.04849,-0.008403,-0.0045051,-0.17722,0.59804,-0.74171
0.0549,0.047107,-0.0065358,-0.0022432,-0.17555,0.62972,-0.85942
0.055,0.045667,-0.0046498,-0.00022343,-0.21339,0.62075,-0.64317
0.0551,0.044458,-0.002461,-0.00060409,-0.23592,0.62589,-0.38845
0.0552,0.043335,-0.00011973,-0.002773,-0.23071,0.65756,-0.28983
0.0553,0.042085,0.0021568,-0.0042382,-0.28722,0.62624,-0.44337
0.0554,0.04054,0.0041949,-0.003184,-0.30162,0.63573,-0.69201
0.0555,0.038823,0.0052748,-0.00071409,-0.30469,0.76398,-0.63473
0.0556,0.037479,0.0043921,0.00036507,-0.34568,0.99998,-0.33057
0.0557,0.036522,0.0022487,-0.00091379,-0.33599,1.0699,-0.13464
0.0558,0.035386,0.001415,-0.0028391,-0.36559,0.78205,-0.18735
0.0559,0.033767,0.0029754,-0.0030863,-0.41598,0.57452,-0.42183
0.056,0.03178,0.0050356,-0.0012567,-0.40716,0.66189,-0.52688
0.0561,0.029946,0.0052282,0.00053326,-0.43351,0.88472,-0.31186
0.0562,0.028613,0.0031932,0.00035918,-0.44763,1.0897,-0.054517
0.0563,0.02737,0.0011622,-0.0012355,-0.44382,0.93446,-0.0067086
0.0564,0.025722,0.0016217,-0.0022329,-0.49475,0.58869,-0.14944
0.0565,0.023627,0.0039747,-0.0013674,-0.50751,0.53782,-0.32042
0.0566,0.021454,0.005424,0.00042396,-0.50585,0.72179,-0.24771
0.0567,0.019712,0.0042735,0.0010828,-0.53175,0.97974,0.016371
0.0568,0.018319,0.0016393,0.00013522,-0.52479,1.0259,0.13772
0.0569,0.016703,0.00056575,-0.0010124,-0.54693,0.68198,0.069901
0.057,0.014614,0.0023175,-0.00091943,-0.58236,0.43821,-0.072881
0.0571,0.012276,0.0047,0.00042543,-0.57431,0.53275,-0.11704
0.0572,0.010186,0.0049453,0.0014743,-0.5848,0.77906,0.085084
0.0573,0.0085801,0.0026354,0.0011149,-0.59144,0.98275,0.27414
0.0574,0.0070227,0.0002674,0.00013404,-0.58979,0.79728,0.24722
0.0575,0.005042,0.00061835,-0.00012256,-0.62076,0.41622,0.1451
0.0576,0.0026904,0.0031288,0.00074097,-0.62915,0.34688,0.067863
0.0577,0.00039124,0.0047609,0.0018094,-0.62061,0.53877,0.1683
0.0578,-0.00145,0.0036039,0.0018258,-0.62722,0.80153,0.39287
0.0579,-0.0029816,0.00078196,0.0010176,-0.62425,0.834,0.42069
0.058,-0.0047644,-0.0005149,0.00065749,-0.63367,0.47512,0.31772
0.0581,-0.0059992,0.0012126,0.0013323,-0.80779,0.17605,0.21853
0.0582,-0.0048877,0.0038101,0.0024633,-1.101,0.21041,0.19477
0.0583,-0.0023763,0.0041142,0.0026372,-1.0186,0.51008,0.45121
0.0584,-0.0015038,0.0014791,0.0015031,-0.66158,0.77473,0.64162
0.0585,-0.0029283,-0.001231,0.00072829,-0.60548,0.5449,0.48331
0.0586,-0.0047037,-0.00078606,0.0015502,-0.74321,0.089962,0.32375
0.0587,-0.0049715,0.0021857,0.0031981,-0.9284,-0.028,0.29731
0.0588,-0.0036283,0.0039917,0.0037968,-0.99598,0.23069,0.51556
0.0589,-0.0024087,0.00236,0.0024317,-0.75536,0.58363,0.81833
0.059,-0.0025361,-0.0009957,0.0008604,-0.65498,0.54865,0.69457
0.0591,-0.0033435,-0.0022193,0.0013013,-0.76018,0.096946,0.42414
0.0592,-0.0038861,1.4736e-05,0.0033495,-0.80388,-0.2,0.37548
0.0593,-0.0038021,0.0028156,0.0047235,-0.84355,-0.060474,0.53862
0.0594,-0.0033589,0.0027409,0.0037171,-0.73737,0.30881,0.89868
0.0595,-0.0030372,-0.00018587,0.0014615,-0.65487,0.4425,0.92575
0.0596,-0.0027069,-0.002634,0.00096425,-0.78447,0.11978,0.56856
0.0597,-0.0024565,-0.0018917,0.002924,-0.77834,-0.26953,0.43104
0.0598,-0.0027765,0.00087971,0.005051,-0.67966,-0.30276,0.55164
0.0599,-0.0034684,0.0021716,0.0049128,-0.60499,0.0048198,0.88048
0.06,-0.0037906,0.00045665,0.0025573,-0.56367,0.23894,1.0877
0.0601,-0.0030325,-0.0022195,0.00097234,-0.74266,0.071786,0.76745
0.0602,-0.0015793,-0.0028933,0.0022226,-0.81409,-0.28122,0.48661
0.0603,-0.0011395,-0.0010988,0.0046993,-0.59683,-0.44319,0.56348
0.0604,-0.0024012,0.00073517,0.0055643,-0.42125,-0.27093,0.81766
0.0605,-0.0039438,0.00035794,0.0037989,-0.38843,-0.013585,1.1178
0.0606,-0.0038174,-0.0016334,0.0015184,-0.59507,-0.062558,0.96723
0.0607,-0.0017029,-0.0029464,0.0016613,-0.80777,-0.3212,0.57607
0.0608,0.00015092,-0.0023893,0.0039067,-0.61173,-0.49799,0.56161
0.0609,-0.00051833,-0.00097649,0.0054909,-0.28558,-0.46113,0.76468
0.061,-0.0029536,-0.00058989,0.0046721,-0.16692,-0.25694,1.0396
0.0611,-0.004242,-0.0015515,0.0024115,-0.35051,-0.24372,1.0756
0.0612,-0.0025594,-0.0025564,0.0015526,-0.68946,-0.43815,0.70046
0.0613,0.00045665,-0.0027147,0.0030616,-0.64829,-0.5399,0.55436
0.0614,0.0013035,-0.0022416,0.0048401,-0.24554,-0.54725,0.72628
0.0615,-0.00098248,-0.0019553,0.0048666,0.023771,-0.4474,0.9265
0.0616,-0.003626,-0.0022251,0.0031963,-0.062223,-0.41352,1.0528
0.0617,-0.0033574,-0.0024465,0.0018625,-0.44315,-0.597,0.80817
0.0618,-0.00021644,-0.0024116,0.0025053,-0.60814,-0.6514,0.55398
0.0619,0.002248,-0.0025956,0.0039998,-0.2739,-0.57743,0.67931
0.062,0.0012392,-0.0030572,0.0044156,0.12591,-0.54467,0.84219
0.0621,-0.0018918,-0.0033961,0.0034398,0.20008,-0.54079,0.93566
0.0622,-0.0033246,-0.0030192,0.0022693,-0.1196,-0.73092,0.8272
0.0623,-0.001214,-0.0021645,0.0023385,-0.44152,-0.82894,0.5632
0.0624,0.0020792,-0.0021786,0.0033135,-0.28253,-0.64135,0.60924
0.0625,0.0028185,-0.0033501,0.003662,0.14188,-0.56012,0.77981
0.0626,0.00038368,-0.0044304,0.0030545,0.37225,-0.60582,0.80908
0.0627,-0.0021493,-0.0041575,0.0023247,0.20129,-0.79107,0.74396
0.0628,-0.0016923,-0.0025498,0.0023443,-0.16808,-0.99738,0.53999
0.0629,0.0012351,-0.0015834,0.0029612,-0.19992,-0.79715,0.5171
0.063,0.0032763,-0.0027563,0.0030033,0.13636,-0.55251,0.70814
0.0631,0.0023265,-0.0047558,0.0022775,0.43989,-0.59935,0.7214
0.0632,-0.00019082,-0.0053062,0.0018081,0.44309,-0.78539,0.60474
0.0633,-0.001154,-0.0036081,0.002156,0.14283,-1.0685,0.45142
0.0634,0.00053453,-0.0014959,0.0028096,-0.018023,-0.99984,0.40505
0.0635,0.0028282,-0.0017423,0.002656,0.18434,-0.61117,0.59378
0.0636,0.0032743,-0.0041364,0.0015478,0.45524,-0.54186,0.65806
0.0637,0.0017373,-0.00584,0.0008534,0.56769,-0.72816,0.48654
0.0638,0.000285,-0.0048913,0.0014599,0.40747,-1.0231,0.30498
0.0639,0.00063676,-0.0021878,0.0025484,0.21627,-1.1447,0.25372
0.064,0.0021817,-0.00099785,0.0025801,0.31395,-0.75992,0.43682
0.0641,0.0031894,-0.0028702,0.0011559,0.49643,-0.49049,0.57708
0.0642,0.0028843,-0.0054308,-0.00014441,0.60088,-0.63633,0.41039
0.0643,0.0019526,-0.0057249,0.00028648,0.57203,-0.90422,0.15628
0.0644,0.0016229,-0.0033618,0.0018521,0.43299,-1.1456,0.065796
0.0645,0.0020911,-0.0010162,0.0024825,0.48326,-0.93142,0.23668
0.0646,0.0026543,-0.0015861,0.0011421,0.61415,-0.5099,0.44665
0.0647,0.0029684,-0.00421,-0.00079017,0.62547,-0.52486,0.35261
0.0648,0.0030492,-0.0056674,-0.0010473,0.62423,-0.76356,0.052874
0.0649,0.0030157,-0.0043631,0.00062824,0.57651,-1.0156,-0.12891
0.065,0.0028367,-0.001728,0.0020422,0.6329,-1.0101,0.00025755
0.0651,0.0024306,-0.00088597,0.0012672,0.77984,-0.5985,0.2662
0.0652,0.0023899,-0.0027137,-0.00095631,0.71389,-0.43412,0.26888
0.0653,0.0031402,-0.0047167,-0.0020987,0.62195,-0.62514,-0.010229
0.0654,0.0040253,-0.0046124,-0.00088579,0.6271,-0.82886,-0.27663
0.0655,0.0040914,-0.0025876,0.001069,0.70941,-0.93687,-0.2478
0.0656,0.0030065,-0.00094661,0.0011903,0.91674,-0.67964,0.039369
0.0657,0.0018999,-0.0015585,-0.00079576,0.88356,-0.39355,0.14464
0.0658,0.0023779,-0.0033038,-0.0026178,0.64705,-0.49415,-0.071473
0.0659,0.0041022,-0.0039575,-0.0022652,0.59947,-0.65674,-0.36311
0.066,0.0051555,-0.0029361,-0.00031563,0.70809,-0.75076,-0.45722
0.0661,0.0042152,-0.0014115,0.00066336,0.96104,-0.65814,-0.2159
0.0662,0.0021232,-0.0010872,-0.00064318,1.0569,-0.38605,-0.016747
0.0663,0.0014589,-0.0020269,-0.0026648,0.75776,-0.37896,-0.15961
0.0664,0.0032065,-0.0027229,-0.0031527,0.55924,-0.51784,-0.42053
0.0665,0.0053601,-0.0024445,-0.0017409,0.64155,-0.54683,-0.58847
0.0666,0.0054422,-0.0016391,-0.00031805,0.8974,-0.51018,-0.46174
0.0667,0.0031465,-0.0011526,-0.00079088,1.143,-0.34172,-0.20633
0.0668,0.0010891,-0.0013195,-0.0025324,0.93135,-0.28168,-0.26839
0.0669,0.0018673,-0.0014801,-0.0034868,0.56731,-0.40033,-0.49564
0.067,0.0045307,-0.0012936,-0.0027984,0.54803,-0.38915,-0.65262
0.0671,0.005959,-0.0011605,-0.0014854,0.76854,-0.29947,-0.6434
0.0672,0.0044444,-0.0012139,-0.0013308,1.0859,-0.20785,-0.41121
0.0673,0.0016031,-0.0011901,-0.0025367,1.0706,-0.17284,-0.37908
0.0674,0.00084528,-0.000728,-0.0035057,0.65661,-0.284,-0.5944
0.0675,0.003008,-2.423e-05,-0.0032993,0.47249,-0.28477,-0.70843
0.0676,0.0054129,2.9477e-05,-0.002434,0.61778,-0.11703,-0.73422
0.0677,0.0052865,-0.00072379,-0.0021083,0.91693,0.0023402,-0.59238
0.0678,0.0026833,-0.0012384,-0.0028348,1.0856,-0.0092312,-0.48746
0.0679,0.00063394,-0.00059455,-0.0035363,0.77526,-0.15223,-0.68523
0.068,0.0015162,0.0008175,-0.0033828,0.44811,-0.19967,-0.79738
0.0681,0.0040092,0.0014622,-0.0028901,0.48734,-0.0037069,-0.76683
0.0682,0.0051357,0.00049119,-0.0027852,0.70945,0.20765,-0.70578
0.0683,0.0036238,-0.00089085,-0.0033353,0.94884,0.21878,-0.59055
0.0684,0.0011913,-0.00079779,-0.003794,0.83389,0.027173,-0.73345
0.0685,0.00066561,0.0009705,-0.0033917,0.47275,-0.10386,-0.90672
0.0686,0.0023609,0.0025526,-0.0028585,0.39072,0.056057,-0.81129
0.0687,0.0040262,0.0021099,-0.0030457,0.52736,0.34483,-0.73294
0.0688,0.0037794,0.00016094,-0.0037877,0.7244,0.45873,-0.66744
0.0689,0.0019289,-0.00080007,-0.0042386,0.76353,0.26587,-0.744
0.069,0.00062049,0.00061878,-0.0035968,0.48992,0.031339,-0.97599
0.0691,0.0011512,0.0029175,-0.0026478,0.32694,0.10663,-0.90042
0.0692,0.0024689,0.0035237,-0.0027994,0.3956,0.40455,-0.72184
0.0693,0.0029597,0.0017756,-0.0038764,0.50072,0.63199,-0.68618
0.0694,0.0021539,-0.00016588,-0.0046455,0.57457,0.53745,-0.72886
0.0695,0.00099915,0.00022645,-0.0040513,0.43403,0.22612,-0.96663
0.0696,0.0006964,0.0026057,-0.0025982,0.26649,0.17366,-1.0033
0.0697,0.0011507,0.0042564,-0.0022393,0.29891,0.43113,-0.73502
0.0698,0.0015461,0.0033961,-0.0034603,0.33724,0.70967,-0.64003
0.0699,0.001497,0.0011289,-0.0047315,0.34492,0.76058,-0.69356
0.07,0.0011273,0.00030805,-0.0045333,0.27903,0.4735,-0.8879
0.0701,0.00079639,0.0020147,-0.0028715,0.16429,0.2813,-1.0432
0.0702,0.00052813,0.0041949,-0.0017464,0.2024,0.46008,-0.79843
0.0703,0.00020667,0.0044562,-0.0026253,0.23589,0.72365,-0.57487
0.0704,0.00014356,0.0026727,-0.0043056,0.1576,0.87543,-0.61763
0.0705,0.00051194,0.0010519,-0.0047596,0.065281,0.71876,-0.77438
0.0706,0.00087256,0.0016538,-0.0033321,-0.0074501,0.43551,-0.98532
0.0707,0.00055329,0.0036567,-0.00158,0.067544,0.5036,-0.86373
0.0708,-0.00050638,0.0047019,-0.001699,0.15582,0.73529,-0.53968
0.0709,-0.0012881,0.0038483,-0.0034071,0.045381,0.88685,-0.50624
0.071,-0.00084519,0.0022229,-0.004496,-0.12839,0.87705,-0.64835
0.0711,0.00034175,0.0018522,-0.0036649,-0.22763,0.62241,-0.84476
0.0712,0.00074792,0.0031201,-0.0017527,-0.1339,0.56265,-0.86053
0.0713,-0.00046373,0.0043248,-0.0010178,0.046704,0.76298,-0.5471
0.0714,-0.0021756,0.0042706,-0.002267,-0.011021,0.86697,-0.3891
0.0715,-0.0024545,0.0032614,-0.0037286,-0.25089,0.90919,-0.50534
0.0716,-0.00095338,0.0025368,-0.0035997,-0.43575,0.77811,-0.67353
0.0717,0.00050616,0.0029813,-0.0019894,-0.38449,0.63786,-0.76059
0.0718,-4.6675e-05,0.0037893,-0.00071642,-0.12803,0.79177,-0.54476
0.0719,-0.0022353,0.0039795,-0.001237,-0.067397,0.87696,-0.30052
0.072,-0.0036347,0.0036672,-0.0026372,-0.30147,0.85485,-0.3517
