t,ia,ib,ic,va,vb,vc
0.1952,-0.00065421,-0.0025831,0.0033492,-0.20726,-0.59483,0.78206
0.1953,-0.00054662,-0.0026947,0.0033079,-0.15765,-0.58343,0.7805
0.1954,-0.00047408,-0.0028191,0.0032385,-0.14596,-0.62952,0.76662
0.1955,-0.00037966,-0.0028682,0.0031619,-0.10483,-0.64863,0.75846
0.1956,-0.00023609,-0.0029246,0.0031187,-0.085216,-0.65338,0.73737
0.1957,-2.4422e-05,-0.0029749,0.0030869,-0.067765,-0.694,0.72428
0.1958,0.00012694,-0.0030454,0.003014,-0.0059311,-0.68489,0.72323
0.1959,0.0002044,-0.0031715,0.0029257,0.013094,-0.70015,0.69908
0.196,0.00030041,-0.0032261,0.0028389,0.039151,-0.7397,0.68568
0.1961,0.00041734,-0.0032318,0.0027647,0.079883,-0.73361,0.66696
0.1962,0.00059642,-0.003258,0.0027172,0.084873,-0.75708,0.63812
0.1963,0.00077814,-0.0032933,0.0026278,0.13544,-0.76587,0.63819
0.1964,0.00087217,-0.0033888,0.0025033,0.17597,-0.75432,0.61368
0.1965,0.00096534,-0.003465,0.0024056,0.18409,-0.78959,0.58349
0.1966,0.0010765,-0.0034455,0.0023153,0.23123,-0.79639,0.57264
0.1967,0.00121,-0.0034252,0.0022455,0.24617,-0.7949,0.53439
0.1968,0.001386,-0.003432,0.0021573,0.27011,-0.81053,0.5225
0.1969,0.0015011,-0.0034812,0.0020026,0.32669,-0.79453,0.51155
0.197,0.0015848,-0.0035565,0.0018754,0.33266,-0.80576,0.46368
0.1971,0.0017013,-0.0035467,0.0017831,0.36347,-0.82509,0.44981
0.1972,0.0018076,-0.0034833,0.0016907,0.40017,-0.81424,0.42008
0.1973,0.0019421,-0.0034515,0.0016054,0.40487,-0.81862,0.38457
0.1974,0.0020663,-0.0034585,0.0014494,0.45472,-0.80929,0.38566
0.1975,0.0021413,-0.003504,0.0012773,0.47705,-0.79983,0.33914
0.1976,0.0022514,-0.0035095,0.0011779,0.483,-0.81493,0.30272
0.1977,0.0023583,-0.0034307,0.0010807,0.52902,-0.80886,0.29091
0.1978,0.0024471,-0.0033537,0.00098411,0.53748,-0.7988,0.24174
0.1979,0.002551,-0.0033236,0.00085006,0.56248,-0.78984,0.233
0.198,0.0026182,-0.0033274,0.00065112,0.60134,-0.77349,0.20968
0.1981,0.0027047,-0.0033249,0.00052052,0.59557,-0.77396,0.14927
0.1982,0.002821,-0.003256,0.0004328,0.62721,-0.7699,0.13998
0.1983,0.002889,-0.0031473,0.00032388,0.65368,-0.75561,0.10245
0.1984,0.0029492,-0.0030755,0.00020914,0.65715,-0.73924,0.06687
0.1985,0.0030009,-0.0030446,2.0673e-05,0.6946,-0.71941,0.065555
0.1986,0.0030553,-0.0030133,-0.00015347,0.69621,-0.71102,0.0048614
0.1987,0.0031632,-0.002947,-0.00023745,0.70157,-0.69981,-0.026916
0.1988,0.0032376,-0.0028345,-0.0003412,0.73794,-0.68415,-0.038805
0.1989,0.0032598,-0.0027254,-0.00045696,0.73859,-0.66513,-0.09164
0.199,0.0032796,-0.0026626,-0.00060818,0.75778,-0.63686,-0.097019
0.1991,0.0032997,-0.0026025,-0.00080275,0.77218,-0.62473,-0.13036
0.1992,0.0033748,-0.0025168,-0.00090894,0.75922,-0.60847,-0.18929
0.1993,0.0034606,-0.0024112,-0.00098998,0.7856,-0.58352,-0.19139
0.1994,0.0034702,-0.0022858,-0.0011101,0.79712,-0.56824,-0.23218
0.1995,0.0034497,-0.0021894,-0.0012324,0.79723,-0.5338,-0.26286
0.1996,0.0034347,-0.0021127,-0.0014069,0.81385,-0.51162,-0.26817
0.1997,0.0034634,-0.0019987,-0.0015445,0.79871,-0.50085,-0.33019
0.1998,0.0035384,-0.0018816,-0.0016079,0.80317,-0.4634,-0.34951
0.1999,0.0035573,-0.0017644,-0.0017153,0.82181,-0.44437,-0.36125
0.2,0.0035105,-0.0016436,-0.0018318,0.81452,-0.41762,-0.41005
