t,A,B,C
-0.0943,0.83752804004214,-0.891955404777151,0.0544273647350143
-0.0942,0.816339250717184,-0.90836225905473,0.09202300833755
-0.0941,0.793990398647832,-0.923478280857683,0.129487882209854
-0.094,0.770513242775787,-0.937281989491892,0.166768746716107
-0.0939,0.745941145424182,-0.949753769132066,0.203812623707888
-0.0938,0.720309024887908,-0.960875896696897,0.240566871808992
-0.0937,0.693653305812803,-0.970632567034527,0.276979261221727
-0.0936,0.666011867434251,-0.979009915382529,0.312998047948281
-0.0935,0.637423989748686,-0.985996037070505,0.348572047321822
-0.0934,0.607930297694603,-0.991581004437262,0.383650706742661
-0.0933,0.577572703422267,-0.995756880938569,0.418184177516304
-0.0932,0.546394346734265,-0.99851773242542,0.452123385691158
-0.0931,0.514439533781504,-0.99985963557678,0.485420101795279
-0.093,0.481753674101708,-0.999780683474845,0.518027009373139
-0.0929,0.448383216090034,-0.998280988314872,0.54989777222484
-0.0928,0.414375580993281,-0.995362681245744,0.580987100252464
-0.0927,0.3797790955218,-0.991029909341493,0.611250813819694
-0.0926,0.344642923174512,-0.985288829708078,0.640645906533568
-0.0925,0.309016994374944,-0.978147600733805,0.669130606358862
-0.0924,0.272951935517324,-0.969616370495806,0.696664434978483
-0.0923,0.236498997023726,-0.959707262339068,0.723208265315343
-0.0922,0.199709980514404,-0.948434357648493,0.74872437713409
-0.0921,0.162637165194883,-0.935813675838491,0.773176510643609
-0.092,0.125333233564299,-0.921863151588499,0.796529918024201
-0.0919,0.0878511965507399,-0.906602609356837,0.818751412806098
-0.0918,0.0502443181797686,-0.890053735209053,0.839809417029285
-0.0917,0.0125660398833469,-0.872240046000842,0.859674006117495
-0.0916,-0.0251300954433408,-0.85318685595932,0.878316951402661
-0.0915,-0.0627905195293215,-0.832921240710096,0.895711760239418
-0.0914,-0.100361714851214,-0.811471998801363,0.911833713652576
-0.0913,-0.137790290684641,-0.788869610779534,0.926659901464174
-0.0912,-0.175023058975277,-0.765146195874775,0.940169254850051
-0.0911,-0.21200710992206,-0.740335466357776,0.952342576279835
-0.091,-0.248689887164858,-0.714472679632803,0.96316256679766
-0.0909,-0.285019262469977,-0.687594588134968,0.972613850604944
-0.0908,-0.320943609807208,-0.659739387103029,0.980682996910236
-0.0907,-0.356411878713254,-0.630946660301849,0.987358539015101
-0.0906,-0.391373666837204,-0.601257323771728,0.992630990608929
-0.0905,-0.425779291565072,-0.570713567684435,0.996492859249504
-0.0904,-0.459579860621491,-0.539358796388679,0.998938657010171
-0.0903,-0.492727341548293,-0.507237566730187,0.999964908278481
-0.0902,-0.525174629961301,-0.474395524733923,0.999570154695225
-0.0901,-0.556875616488191,-0.440879340738654,0.997754957226846
-0.09,-0.587785252292474,-0.406736643075798,0.994521895368273
-0.0899,-0.617859613090334,-0.372015950386981,0.989875563477316
-0.0898,-0.647055961569447,-0.336766602676384,0.983822564245831
-0.0897,-0.675332808121025,-0.301038691195918,0.976371499316944
-0.0896,-0.702649969798854,-0.264882987262774,0.967532957061628
-0.0895,-0.728968627421409,-0.228350870110658,0.957319497532067
-0.0894,-0.754251380736105,-0.19149425387701,0.945745634613116
-0.0893,-0.778462301567023,-0.154365513830271,0.932827815397294
-0.0892,-0.801566984870879,-0.117017411941673,0.918584396812552
-0.0891,-0.823532597628428,-0.0795030219076572,0.903035619536085
-0.089,-0.844327925502015,-0.0418756537291994,0.886203579231214
-0.0889,-0.863923417192837,-0.00418877795539884,0.868112195148236
-0.0888,-0.882291226434954,0.0335040503010742,0.84878717613388
-0.0887,-0.899405251566374,0.0711492674687743,0.828255984097599
-0.0886,-0.915241172620916,0.108693377634183,0.806547794986733
-0.0885,-0.929776485888252,0.146083028562414,0.783693457325837
-0.0884,-0.942990535892864,0.18326508751356,0.759725448379304
-0.0883,-0.954864544746644,0.220186716747307,0.734677827999337
-0.0882,-0.965381638833274,0.25679544860819,0.708586190225083
-0.0881,-0.974526872786577,0.293039260085058,0.681487612701518
-0.088,-0.982287250728688,0.328866646738581,0.653420603990106
-0.0879,-0.988651744737914,0.364226695891901,0.624425048846012
-0.0878,-0.993611310520008,0.399069158980296,0.594542151539712
-0.0877,-0.997158900260614,0.433344522957192,0.563814377303421
-0.0876,-0.999289472640589,0.467004080654858,0.53228539198573
-0.0875,-1,0.500000000000001,0.499999999999998
-0.0874,-0.999289472640589,0.532285391985738,0.467004080654849
-0.0873,-0.997158900260614,0.563814377303429,0.433344522957183
-0.0872,-0.993611310520008,0.594542151539719,0.399069158980287
-0.0871,-0.988651744737914,0.624425048846014,0.364226695891898
-0.087,-0.982287250728688,0.653420603990108,0.328866646738579
-0.0869,-0.974526872786577,0.68148761270152,0.293039260085055
-0.0868,-0.965381638833273,0.70858619022509,0.256795448608181
-0.0867,-0.954864544746642,0.734677827999344,0.220186716747297
-0.0866,-0.942990535892865,0.759725448379305,0.183265087513558
-0.0865,-0.92977648588825,0.783693457325843,0.146083028562405
-0.0864,-0.915241172620917,0.806547794986734,0.108693377634181
-0.0863,-0.899405251566371,0.828255984097605,0.0711492674687647
-0.0862,-0.882291226434951,0.848787176133885,0.0335040503010645
-0.0861,-0.863923417192834,0.868112195148241,-0.00418877795540852
-0.086,-0.844327925502015,0.886203579231215,-0.0418756537292019
-0.0859,-0.823532597628425,0.90303561953609,-0.0795030219076668
-0.0858,-0.801566984870875,0.918584396812555,-0.117017411941682
-0.0857,-0.778462301567019,0.932827815397298,-0.15436551383028
-0.0856,-0.754251380736105,0.945745634613116,-0.191494253877013
-0.0855,-0.72896862742141,0.957319497532068,-0.22835087011066
-0.0854,-0.702649969798849,0.96753295706163,-0.264882987262783
-0.0853,-0.675332808121021,0.976371499316946,-0.301038691195927
-0.0852,-0.647055961569442,0.983822564245833,-0.336766602676393
-0.0851,-0.617859613090334,0.989875563477316,-0.372015950386984
-0.085,-0.587785252292469,0.994521895368274,-0.406736643075807
-0.0849,-0.556875616488186,0.997754957226847,-0.440879340738663
-0.0848,-0.525174629961293,0.999570154695225,-0.474395524733932
-0.0847,-0.492727341548287,0.999964908278481,-0.507237566730195
-0.0846,-0.459579860621489,0.998938657010171,-0.539358796388682
-0.0845,-0.425779291565072,0.996492859249504,-0.570713567684434
-0.0844,-0.391373666837201,0.992630990608929,-0.601257323771727
-0.0843,-0.356411878713248,0.9873585390151,-0.630946660301854
-0.0842,-0.320943609807206,0.980682996910235,-0.659739387103028
-0.0841,-0.285019262469975,0.972613850604943,-0.687594588134968
-0.084,-0.248689887164852,0.963162566797657,-0.714472679632807
-0.0839,-0.212007109922051,0.952342576279831,-0.74033546635778
-0.0838,-0.175023058975278,0.940169254850051,-0.765146195874775
-0.0837,-0.137790290684632,0.926659901464169,-0.788869610779537
-0.0836,-0.100361714851215,0.911833713652575,-0.811471998801363
-0.0835,-0.0627905195293118,0.895711760239412,-0.8329212407101
-0.0834,-0.0251300954433347,0.878316951402656,-0.853186855959323
-0.0833,0.012566039883353,0.85967400611749,-0.872240046000845
-0.0832,0.0502443181797748,0.839809417029279,-0.890053735209056
-0.0831,0.0878511965507425,0.818751412806094,-0.906602609356837
-0.083,0.125333233564305,0.796529918024195,-0.921863151588502
-0.0829,0.162637165194885,0.773176510643605,-0.935813675838491
-0.0828,0.199709980514406,0.748724377134086,-0.948434357648493
-0.0827,0.236498997023725,0.723208265315341,-0.959707262339068
-0.0826,0.272951935517327,0.696664434978479,-0.969616370495806
-0.0825,0.30901699437495,0.669130606358855,-0.978147600733807
-0.0824,0.344642923174521,0.640645906533557,-0.985288829708079
-0.0823,0.3797790955218,0.611250813819692,-0.991029909341493
-0.0822,0.414375580993284,0.580987100252459,-0.995362681245744
-0.0821,0.448383216090033,0.549897772224838,-0.998280988314872
-0.082,0.481753674101717,0.518027009373128,-0.999780683474845
-0.0819,0.514439533781509,0.48542010179527,-0.99985963557678
-0.0818,0.54639434673427,0.452123385691149,-0.99851773242542
-0.0817,0.577572703422269,0.418184177516299,-0.995756880938569
-0.0816,0.607930297694605,0.383650706742656,-0.991581004437262
-0.0815,0.63742398974869,0.348572047321813,-0.985996037070504
-0.0814,0.666011867434253,0.312998047948275,-0.97900991538253
-0.0813,0.693653305812805,0.276979261221722,-0.970632567034528
-0.0812,0.720309024887907,0.24056687180899,-0.960875896696898
-0.0811,0.745941145424184,0.203812623707882,-0.949753769132067
-0.081,0.770513242775791,0.166768746716098,-0.937281989491889
-0.0809,0.793990398647838,0.129487882209841,-0.923478280857681
-0.0808,0.816339250717183,0.0920230083375474,-0.908362259054731
-0.0807,0.837528040042142,0.0544273647350082,-0.891955404777151
-0.0806,0.857526656193653,0.0167543768689792,-0.874281033062632
-0.0805,0.876306680043865,-0.0209424198833603,-0.855364260160506
-0.0804,0.893841424151265,-0.058609456311101,-0.835231967840164
-0.0803,0.910105970684996,-0.0961932054943798,-0.813912765190616
-0.0802,0.925077206834459,-0.133640258869076,-0.791436947965385
-0.0801,0.938733857653875,-0.170897402123281,-0.767836455530594
-0.08,0.951056516295154,-0.207911690817762,-0.743144825477392
-0.0799,0.962027671586086,-0.244630525622911,-0.717397145963178
-0.0798,0.971631732914674,-0.281001727065252,-0.690630005849424
-0.0797,0.979855052384247,-0.316973609677354,-0.662881442706892
-0.0796,0.986685944207868,-0.352495055445682,-0.634190888762189
-0.0795,0.992114701314478,-0.387515586452107,-0.60459911486237
-0.0794,0.996133609143173,-0.421985436605788,-0.574148172537387
-0.0793,0.998736956606017,-0.4558556223635,-0.542881334242519
-0.0792,0.999921044203816,-0.489078012337957,-0.510843031865861
-0.0791,0.9996841892833,-0.52160539569511,-0.478078793588192
-0.079,0.998026728428271,-0.553391549243347,-0.444635179184926
-0.0789,0.9949510169813,-0.584391303119176,-0.410559713862126
-0.0788,0.990461425696651,-0.614560604976066,-0.375900820720586
-0.0787,0.984564334529205,-0.643856582585257,-0.34070775194395
-0.0786,0.977268123568193,-0.67223760475952,-0.305030518808675
-0.0785,0.968583161128631,-0.699663340513367,-0.268919820615265
-0.0784,0.958521789017375,-0.726094816375595,-0.232426972641782
-0.0783,0.947098304994744,-0.751494471772697,-0.195603833222049
-0.0782,0.934328942456611,-0.775826212404521,-0.158502730052092
-0.0781,0.920231847365869,-0.799055461536222,-0.121176385829649
-0.078,0.904827052466018,-0.821149209133707,-0.0836778433323126
-0.0779,0.888136448813542,-0.842076058772696,-0.0460603900408481
-0.0778,0.870183754669526,-0.861806272254755,-0.00837748241477242
-0.0777,0.850994481794692,-0.880311811866921,0.0293173300722277
-0.0776,0.830595899195812,-0.897566380224799,0.0669704810289855
-0.0775,0.809016994374946,-0.913545457642603,0.104528463267655
-0.0774,0.786288432136616,-0.928226336976965,0.141937904840347
-0.0773,0.762442511011447,-0.941588155895031,0.179145644883583
-0.0772,0.737513117358172,-0.953611926520977,0.216098809162804
-0.0771,0.711535677209282,-0.964280562418816,0.252744885209532
-0.077,0.68454710592869,-0.97357890287316,0.289031796944469
-0.0769,0.656585755752954,-0.981493734433434,0.324907978680478
-0.0768,0.6276913612907,-0.988013809690895,0.360322448400194
-0.0767,0.597904983057517,-0.993129863261836,0.395224880204317
-0.0766,0.567268949126754,-0.996834624954185,0.42956567582743
-0.0765,0.535826794978999,-0.999122830098858,0.463296035119858
-0.0764,0.503623201635762,-0.999991227031138,0.496368025395375
-0.0763,0.470703932165333,-0.999438581711464,0.52873464954613
-0.0762,0.437115766650932,-0.997465679479077,0.560349912828144
-0.0761,0.402906435713661,-0.994075323936004,0.591168888222343
-0.076,0.368124552684678,-0.989272332962988,0.621147780278309
-0.0759,0.332819544522986,-0.983063531873015,0.650243987350029
-0.0758,0.297041581577033,-0.975457743712172,0.678416162135139
-0.0757,0.260841506289894,-0.966465776721616,0.705624270431722
-0.0756,0.224270760949377,-0.956100408978471,0.731829648029094
-0.0755,0.187381314585726,-0.944376370237481,0.756995055651755
-0.0754,0.150225589120757,-0.93131032099922,0.781084731878462
-0.0753,0.112856384873481,-0.916920828834616,0.804064443961135
-0.0752,0.0753268055279305,-0.90122834199941,0.825901536471479
-0.0751,0.0376901826699311,-0.88425516037607,0.846564977706139
-0.075,2.45053155956788e-15,-0.866025403784439,0.866025403784437
-0.0749,-0.0376901826699333,-0.846564977706138,0.884255160376071
-0.0748,-0.0753268055279327,-0.825901536471478,0.901228341999411
-0.0747,-0.112856384873483,-0.804064443961133,0.916920828834616
-0.0746,-0.150225589120759,-0.781084731878461,0.931310320999221
-0.0745,-0.187381314585725,-0.756995055651756,0.944376370237481
-0.0744,-0.224270760949382,-0.73182964802909,0.956100408978472
-0.0743,-0.260841506289899,-0.705624270431718,0.966465776721618
-0.0742,-0.297041581577038,-0.678416162135135,0.975457743712174
-0.0741,-0.332819544522991,-0.650243987350024,0.983063531873016
-0.074,-0.368124552684677,-0.62114778027831,0.989272332962988
-0.0739,-0.402906435713663,-0.591168888222341,0.994075323936005
-0.0738,-0.437115766650934,-0.560349912828143,0.997465679479078
-0.0737,-0.470703932165335,-0.528734649546129,0.999438581711464
-0.0736,-0.503623201635764,-0.496368025395373,0.999991227031138
-0.0735,-0.535826794978995,-0.463296035119863,0.999122830098858
-0.0734,-0.567268949126756,-0.429565675827428,0.996834624954185
-0.0733,-0.597904983057519,-0.395224880204315,0.993129863261835
-0.0732,-0.627691361290702,-0.360322448400192,0.988013809690895
-0.0731,-0.656585755752959,-0.324907978680473,0.981493734433433
-0.073,-0.684547105928689,-0.28903179694447,0.97357890287316
-0.0729,-0.711535677209286,-0.252744885209527,0.964280562418815
-0.0728,-0.737513117358176,-0.216098809162798,0.953611926520975
-0.0727,-0.76244251101145,-0.179145644883577,0.941588155895029
-0.0726,-0.786288432136622,-0.141937904840338,0.928226336976962
-0.0725,-0.809016994374947,-0.104528463267653,0.913545457642602
-0.0724,-0.830595899195813,-0.0669704810289833,0.897566380224798
-0.0723,-0.850994481794693,-0.0293173300722255,0.88031181186692
-0.0722,-0.870183754669527,0.00837748241477462,0.861806272254754
-0.0721,-0.888136448813546,0.0460603900408574,0.842076058772691
-0.072,-0.904827052466019,0.0836778433323148,0.821149209133706
-0.0719,-0.92023184736587,0.121176385829651,0.799055461536221
-0.0718,-0.934328942456612,0.158502730052094,0.77582621240452
-0.0717,-0.947098304994745,0.195603833222051,0.751494471772696
-0.0716,-0.958521789017377,0.232426972641788,0.726094816375591
-0.0715,-0.968583161128631,0.268919820615267,0.699663340513366
-0.0714,-0.977268123568194,0.30503051880868,0.672237604759515
-0.0713,-0.984564334529206,0.340707751943956,0.643856582585252
-0.0712,-0.990461425696652,0.375900820720592,0.614560604976062
-0.0711,-0.994951016981301,0.410559713862134,0.584391303119169
-0.071,-0.998026728428272,0.444635179184928,0.553391549243345
-0.0709,-0.9996841892833,0.478078793588194,0.521605395695108
-0.0708,-0.999921044203816,0.510843031865863,0.489078012337955
-0.0707,-0.998736956606017,0.542881334242521,0.455855622363498
-0.0706,-0.996133609143172,0.574148172537394,0.42198543660578
-0.0705,-0.992114701314478,0.604599114862377,0.387515586452102
-0.0704,-0.986685944207868,0.63419088876219,0.35249505544568
-0.0703,-0.979855052384247,0.662881442706897,0.316973609677352
-0.0702,-0.971631732914674,0.690630005849423,0.281001727065253
-0.0701,-0.962027671586085,0.717397145963182,0.244630525622905
-0.07,-0.951056516295153,0.743144825477396,0.207911690817759
-0.0699,-0.938733857653873,0.7678364555306,0.170897402123276
-0.0698,-0.925077206834457,0.791436947965388,0.13364025886907
-0.0697,-0.910105970684997,0.813912765190617,0.0961932054943811
-0.0696,-0.893841424151264,0.835231967840167,0.0586094563110988
-0.0695,-0.876306680043864,0.855364260160507,0.0209424198833581
-0.0694,-0.857526656193652,0.874281033062635,-0.0167543768689814
-0.0693,-0.83752804004214,0.891955404777152,-0.0544273647350104
-0.0692,-0.816339250717184,0.908362259054732,-0.0920230083375461
-0.0691,-0.793990398647835,0.923478280857683,-0.129487882209847
-0.069,-0.770513242775788,0.937281989491893,-0.166768746716104
-0.0689,-0.74594114542418,0.949753769132068,-0.203812623707887
-0.0688,-0.720309024887906,0.960875896696899,-0.240566871808992
-0.0687,-0.693653305812806,0.970632567034527,-0.27697926122172
-0.0686,-0.666011867434249,0.979009915382531,-0.312998047948281
-0.0685,-0.637423989748689,0.985996037070505,-0.348572047321815
-0.0684,-0.607930297694603,0.991581004437262,-0.383650706742658
-0.0683,-0.577572703422265,0.99575688093857,-0.418184177516304
-0.0682,-0.546394346734271,0.99851773242542,-0.452123385691148
-0.0681,-0.514439533781501,0.999859635576781,-0.485420101795278
-0.068,-0.481753674101715,0.999780683474845,-0.51802700937313
-0.0679,-0.448383216090031,0.998280988314872,-0.54989777222484
-0.0678,-0.414375580993282,0.995362681245744,-0.580987100252461
-0.0677,-0.379779095521801,0.991029909341493,-0.611250813819691
-0.0676,-0.344642923174516,0.985288829708078,-0.640645906533562
-0.0675,-0.309016994374945,0.978147600733805,-0.669130606358859
-0.0674,-0.272951935517321,0.969616370495805,-0.696664434978483
-0.0673,-0.236498997023723,0.959707262339066,-0.723208265315342
-0.0672,-0.199709980514408,0.948434357648493,-0.748724377134085
-0.0671,-0.162637165194883,0.93581367583849,-0.773176510643607
-0.067,-0.125333233564303,0.921863151588499,-0.796529918024197
-0.0669,-0.0878511965507403,0.906602609356836,-0.818751412806096
-0.0668,-0.0502443181797655,0.89005373520905,-0.839809417029285
-0.0667,-0.0125660398833544,0.872240046000844,-0.85967400611749
-0.0666,0.0251300954433369,0.85318685595932,-0.878316951402657
-0.0665,0.062790519529314,0.832921240710099,-0.895711760239413
-0.0664,0.100361714851217,0.811471998801359,-0.911833713652576
-0.0663,0.137790290684641,0.788869610779532,-0.926659901464173
-0.0662,0.175023058975277,0.765146195874773,-0.94016925485005
-0.0661,0.212007109922056,0.740335466357776,-0.952342576279833
-0.066,0.248689887164858,0.7144726796328,-0.963162566797659
-0.0659,0.285019262469973,0.687594588134969,-0.972613850604943
-0.0658,0.320943609807215,0.659739387103021,-0.980682996910236
-0.0657,0.35641187871325,0.630946660301849,-0.9873585390151
-0.0656,0.391373666837203,0.601257323771725,-0.992630990608929
-0.0655,0.425779291565074,0.570713567684429,-0.996492859249504
-0.0654,0.459579860621484,0.539358796388686,-0.998938657010171
-0.0653,0.492727341548295,0.507237566730184,-0.999964908278481
-0.0652,0.525174629961294,0.47439552473393,-0.999570154695225
-0.0651,0.556875616488188,0.440879340738658,-0.997754957226847
-0.065,0.587785252292474,0.406736643075798,-0.994521895368273
-0.0649,0.617859613090333,0.372015950386982,-0.989875563477316
-0.0648,0.647055961569447,0.336766602676384,-0.983822564245832
-0.0647,0.675332808121025,0.301038691195918,-0.976371499316945
-0.0646,0.702649969798851,0.264882987262778,-0.96753295706163
-0.0645,0.728968627421414,0.228350870110651,-0.957319497532067
-0.0644,0.754251380736102,0.191494253877014,-0.945745634613118
-0.0643,0.778462301567027,0.154365513830264,-0.932827815397293
-0.0642,0.801566984870877,0.117017411941676,-0.918584396812554
-0.0641,0.823532597628428,0.0795030219076575,-0.903035619536087
-0.064,0.844327925502016,0.0418756537291962,-0.886203579231214
-0.0639,0.863923417192833,0.00418877795540632,-0.868112195148242
-0.0638,0.882291226434956,-0.0335040503010774,-0.84878717613388
-0.0637,0.899405251566371,-0.0711492674687669,-0.828255984097605
-0.0636,0.915241172620918,-0.108693377634186,-0.806547794986733
-0.0635,0.929776485888252,-0.146083028562414,-0.78369345732584
-0.0634,0.942990535892864,-0.18326508751356,-0.759725448379306
-0.0633,0.954864544746644,-0.220186716747306,-0.73467782799934
-0.0632,0.965381638833274,-0.25679544860819,-0.708586190225086
-0.0631,0.974526872786578,-0.293039260085061,-0.681487612701519
-0.063,0.982287250728689,-0.328866646738588,-0.653420603990103
-0.0629,0.988651744737914,-0.364226695891897,-0.624425048846018
-0.0628,0.993611310520009,-0.399069158980302,-0.594542151539709
-0.0627,0.997158900260614,-0.433344522957188,-0.563814377303427
-0.0626,0.999289472640589,-0.467004080654858,-0.532285391985734
-0.0625,1,-0.500000000000003,-0.499999999999999
-0.0624,0.999289472640589,-0.532285391985735,-0.467004080654856
-0.0623,0.997158900260614,-0.563814377303429,-0.433344522957187
-0.0622,0.993611310520009,-0.594542151539713,-0.399069158980297
-0.0621,0.988651744737914,-0.624425048846017,-0.364226695891899
-0.062,0.982287250728688,-0.653420603990107,-0.328866646738583
-0.0619,0.974526872786577,-0.681487612701523,-0.293039260085056
-0.0618,0.965381638833273,-0.70858619022509,-0.256795448608185
-0.0617,0.954864544746643,-0.734677827999343,-0.220186716747301
-0.0616,0.942990535892864,-0.759725448379307,-0.183265087513558
-0.0615,0.929776485888251,-0.783693457325841,-0.146083028562412
-0.0614,0.915241172620917,-0.806547794986734,-0.108693377634184
-0.0613,0.89940525156637,-0.828255984097606,-0.071149267468765
-0.0612,0.882291226434953,-0.848787176133883,-0.033504050301072
-0.0611,0.863923417192834,-0.868112195148241,0.0041887779554046
-0.061,0.844327925502015,-0.886203579231215,0.041875653729198
-0.0609,0.823532597628427,-0.903035619536088,0.0795030219076593
-0.0608,0.801566984870878,-0.918584396812554,0.117017411941675
-0.0607,0.778462301567024,-0.932827815397295,0.15436551383027
-0.0606,0.754251380736103,-0.945745634613117,0.191494253877013
-0.0605,0.72896862742141,-0.957319497532068,0.228350870110657
-0.0604,0.702649969798847,-0.967532957061631,0.264882987262783
-0.0603,0.675332808121024,-0.976371499316945,0.30103869119592
-0.0602,0.647055961569443,-0.983822564245833,0.336766602676389
-0.0601,0.617859613090332,-0.989875563477316,0.372015950386983
-0.06,0.587785252292472,-0.994521895368274,0.4067366430758
-0.0599,0.556875616488186,-0.997754957226847,0.440879340738659
-0.0598,0.525174629961296,-0.999570154695225,0.474395524733928
-0.0597,0.492727341548291,-0.999964908278481,0.507237566730189
-0.0596,0.459579860621486,-0.998938657010171,0.539358796388684
-0.0595,0.425779291565073,-0.996492859249504,0.570713567684431
-0.0594,0.391373666837201,-0.992630990608929,0.601257323771726
-0.0593,0.356411878713249,-0.9873585390151,0.630946660301851
-0.0592,0.32094360980721,-0.980682996910235,0.659739387103025
-0.0591,0.285019262469975,-0.972613850604943,0.687594588134967
-0.059,0.248689887164853,-0.963162566797657,0.714472679632804
-0.0589,0.212007109922051,-0.952342576279831,0.74033546635778
-0.0588,0.175023058975275,-0.940169254850049,0.765146195874774
-0.0587,0.137790290684636,-0.926659901464171,0.788869610779535
-0.0586,0.100361714851215,-0.911833713652575,0.81147199880136
