All calculations;Line 5;Line 5;Line 5;Line 5;Line 5;Line 5
"Time in s";"Phase Current A/Terminal j in kA";"Phase Current B/Terminal j in kA";"Phase Current C/Terminal j in kA";"Phase Voltage B/Terminal j in p.u.";"Phase Voltage C/Terminal j in p.u.";"Phase Voltage A/Terminal j in p.u."
0,526118;1,095596;-1,385544;0,289949;0,008366;-0,082800;0,074434
0,526218;1,132164;-1,367266;0,235102;0,011834;-0,084229;0,072396
0,526318;1,167105;-1,346976;0,179871;0,015286;-0,085537;0,070250
0,526418;1,200368;-1,324703;0,124335;0,018720;-0,086720;0,068000
0,526518;1,231902;-1,300477;0,068575;0,022128;-0,087778;0,065649
0,526618;1,261660;-1,274334;0,012674;0,025507;-0,088708;0,063200
0,526718;1,289596;-1,246309;-0,043287;0,028852;-0,089509;0,060657
0,526818;1,315669;-1,216442;-0,099228;0,032156;-0,090179;0,058023
0,526918;1,339839;-1,184775;-0,155065;0,035417;-0,090719;0,055302
0,527018;1,362070;-1,151352;-0,210717;0,038628;-0,091126;0,052498
0,527118;1,382326;-1,116223;-0,266103;0,041785;-0,091400;0,049615
0,527218;1,400577;-1,079436;-0,321141;0,044883;-0,091541;0,046658
0,527318;1,416795;-1,041044;-0,375751;0,047918;-0,091548;0,043630
0,527418;1,430954;-1,001102;-0,429853;0,050886;-0,091421;0,040535
0,527518;1,443033;-0,959666;-0,483366;0,053781;-0,091160;0,037379
0,527618;1,453011;-0,916798;-0,536213;0,056600;-0,090766;0,034166
0,527718;1,460872;-0,872557;-0,588315;0,059338;-0,090238;0,030900
0,527818;1,466604;-0,827009;-0,639595;0,061992;-0,089578;0,027587
0,527918;1,470196;-0,780217;-0,689978;0,064556;-0,088787;0,024230
0,528018;1,471641;-0,732251;-0,739390;0,067029;-0,087865;0,020836
0,528118;1,470936;-0,683178;-0,787758;0,069405;-0,086814;0,017408
0,528218;1,468080;-0,633071;-0,835009;0,071682;-0,085634;0,013953
0,528318;1,463075;-0,582001;-0,881075;0,073855;-0,084329;0,010474
0,528418;1,455928;-0,530042;-0,925885;0,075922;-0,082899;0,006977
0,528518;1,446646;-0,477271;-0,969375;0,077880;-0,081347;0,003468
0,528618;1,435242;-0,423763;-1,011480;0,079725;-0,079675;-0,000050
0,528718;1,421731;-0,369595;-1,052136;0,081454;-0,077885;-0,003570
0,528818;1,406131;-0,314848;-1,091283;0,083066;-0,075979;-0,007087
0,528918;1,388463;-0,259600;-1,128863;0,084558;-0,073961;-0,010597
0,529018;1,368752;-0,203933;-1,164819;0,085926;-0,071833;-0,014094
0,529118;1,347025;-0,147926;-1,199098;0,087171;-0,069598;-0,017573
0,529218;1,323311;-0,091663;-1,231648;0,088288;-0,067259;-0,021029
0,529318;1,297645;-0,035224;-1,262421;0,089277;-0,064821;-0,024456
0,529418;1,270061;0,021307;-1,291369;0,090136;-0,062285;-0,027851
0,529518;1,240600;0,077848;-1,318449;0,090864;-0,059657;-0,031207
0,529618;1,209303;0,134316;-1,343620;0,091459;-0,056939;-0,034520
0,529718;1,176214;0,190629;-1,366843;0,091921;-0,054135;-0,037786
0,529818;1,141381;0,246703;-1,388084;0,092249;-0,051251;-0,040998
0,529918;1,104852;0,302457;-1,407309;0,092441;-0,048289;-0,044153
0,530018;1,066681;0,357808;-1,424489;0,092499;-0,045254;-0,047245
0,530118;1,026922;0,412676;-1,439597;0,092421;-0,042151;-0,050271
0,530218;0,985631;0,466979;-1,452610;0,092208;-0,038983;-0,053225
0,530318;0,942868;0,520638;-1,463506;0,091859;-0,035756;-0,056103
0,530418;0,898696;0,573574;-1,472269;0,091376;-0,032474;-0,058902
0,530518;0,853176;0,625708;-1,478884;0,090759;-0,029143;-0,061616
0,530618;0,806375;0,676963;-1,483339;0,090008;-0,025766;-0,064242
0,530718;0,758361;0,727265;-1,485626;0,089125;-0,022349;-0,066776
0,530818;0,709203;0,776538;-1,485741;0,088110;-0,018896;-0,069214
0,530918;0,658971;0,824710;-1,483681;0,086966;-0,015414;-0,071552
0,531018;0,607740;0,871708;-1,479448;0,085693;-0,011906;-0,073788
0,531118;0,555582;0,917465;-1,473047;0,084294;-0,008378;-0,075916
0,531218;0,502575;0,961910;-1,464485;0,082771;-0,004835;-0,077936
0,531318;0,448794;1,004979;-1,453773;0,081125;-0,001282;-0,079842
0,531418;0,394318;1,046608;-1,440926;0,079359;0,002275;-0,081633
0,531518;0,339226;1,086733;-1,425960;0,077475;0,005831;-0,083306
0,531618;0,283599;1,125296;-1,408895;0,075476;0,009381;-0,084858
0,531718;0,227518;1,162239;-1,389757;0,073366;0,012921;-0,086286
0,531818;0,171064;1,197506;-1,368569;0,071146;0,016443;-0,087590
0,531918;0,114320;1,231044;-1,345364;0,068821;0,019945;-0,088765
0,532018;0,057368;1,262803;-1,320172;0,066392;0,023420;-0,089812
0,532118;0,000293;1,292736;-1,293029;0,063865;0,026862;-0,090728
0,532218;-0,056822;1,320796;-1,263974;0,061243;0,030269;-0,091511
0,532318;-0,113894;1,346942;-1,233048;0,058528;0,033633;-0,092161
0,532418;-0,170839;1,371133;-1,200294;0,055726;0,036950;-0,092676
0,532518;-0,227574;1,393334;-1,165760;0,052840;0,040216;-0,093056
0,532618;-0,284014;1,413509;-1,129494;0,049875;0,043425;-0,093300
0,532718;-0,340078;1,431628;-1,091550;0,046834;0,046572;-0,093407
0,532818;-0,395683;1,447662;-1,051980;0,043723;0,049654;-0,093377
0,532918;-0,450746;1,461587;-1,010841;0,040545;0,052665;-0,093210
0,533018;-0,505187;1,473381;-0,968194;0,037305;0,055601;-0,092907
0,533118;-0,558926;1,483025;-0,924099;0,034009;0,058458;-0,092467
0,533218;-0,611883;1,490503;-0,878620;0,030660;0,061231;-0,091891
0,533318;-0,663980;1,495803;-0,831823;0,027264;0,063916;-0,091180
0,533418;-0,715140;1,498915;-0,783775;0,023825;0,066510;-0,090335
0,533518;-0,765287;1,499833;-0,734545;0,020349;0,069007;-0,089356
0,533618;-0,814348;1,498554;-0,684206;0,016841;0,071406;-0,088246
0,533718;-0,862249;1,495079;-0,632830;0,013305;0,073701;-0,087006
0,533818;-0,908919;1,489411;-0,580492;0,009748;0,075890;-0,085637
0,533918;-0,954289;1,481556;-0,527267;0,006173;0,077969;-0,084142
0,534018;-0,998291;1,471525;-0,473234;0,002587;0,079935;-0,082522
0,534118;-1,040861;1,459332;-0,418471;-0,001005;0,081786;-0,080780
0,534218;-1,081934;1,444991;-0,363057;-0,004599;0,083517;-0,078919
0,534318;-1,121449;1,428523;-0,307073;-0,008188;0,085128;-0,076940
0,534418;-1,159348;1,409950;-0,250602;-0,011767;0,086614;-0,074847
0,534518;-1,195573;1,389298;-0,193725;-0,015332;0,087975;-0,072643
0,534618;-1,230070;1,366597;-0,136527;-0,018877;0,089208;-0,070330
0,534718;-1,262787;1,341876;-0,079089;-0,022397;0,090310;-0,067913
0,534818;-1,293676;1,315173;-0,021497;-0,025887;0,091281;-0,065394
0,534918;-1,322688;1,286524;0,036165;-0,029340;0,092119;-0,062778
0,535018;-1,349782;1,255969;0,093812;-0,032754;0,092822;-0,060068
0,535118;-1,374914;1,223553;0,151361;-0,036121;0,093389;-0,057268
0,535218;-1,398048;1,189322;0,208726;-0,039438;0,093819;-0,054382
0,535318;-1,419148;1,153325;0,265823;-0,042699;0,094113;-0,051413
0,535418;-1,438181;1,115612;0,322568;-0,045900;0,094268;-0,048368
0,535518;-1,455118;1,076240;0,378878;-0,049036;0,094285;-0,045249
0,535618;-1,469933;1,035263;0,434670;-0,052102;0,094164;-0,042062
0,535718;-1,482602;0,992741;0,489862;-0,055093;0,093904;-0,038811
0,535818;-1,493106;0,948735;0,544371;-0,058006;0,093507;-0,035501
0,535918;-1,501427;0,903309;0,598118;-0,060836;0,092972;-0,032136
0,536018;-1,507552;0,856529;0,651024;-0,063578;0,092300;-0,028722
0,536118;-1,511471;0,808461;0,703009;-0,066229;0,091492;-0,025263
0,536218;-1,513175;0,759177;0,753998;-0,068784;0,090549;-0,021765
0,536318;-1,512662;0,708747;0,803914;-0,071240;0,089473;-0,018233
0,536418;-1,509929;0,657245;0,852684;-0,073594;0,088265;-0,014671
0,536518;-1,504980;0,604745;0,900235;-0,075841;0,086926;-0,011086
0,536618;-1,497821;0,551324;0,946496;-0,077978;0,085459;-0,007481
0,536718;-1,488460;0,497060;0,991400;-0,080001;0,083865;-0,003864
0,536818;-1,476909;0,442032;1,034878;-0,081909;0,082147;-0,000238
0,536918;-1,463185;0,386319;1,076866;-0,083698;0,080307;0,003391
0,537018;-1,447306;0,330004;1,117302;-0,085365;0,078348;0,007017
0,537118;-1,429293;0,273168;1,156124;-0,086908;0,076273;0,010635
0,537218;-1,409171;0,215895;1,193276;-0,088325;0,074084;0,014240
0,537318;-1,386970;0,158269;1,228701;-0,089612;0,071786;0,017827
0,537418;-1,362719;0,100373;1,262346;-0,090769;0,069380;0,021390
0,537518;-1,336453;0,042293;1,294160;-0,091794;0,066870;0,024923
0,537618;-1,308210;-0,015886;1,324096;-0,092684;0,064261;0,028423
0,537718;-1,278029;-0,074078;1,352108;-0,093438;0,061556;0,031883
0,537818;-1,245954;-0,132199;1,378153;-0,094056;0,058758;0,035298
0,537918;-1,212030;-0,190164;1,402194;-0,094536;0,055872;0,038664
0,538018;-1,176306;-0,247885;1,424191;-0,094878;0,052902;0,041976
0,538118;-1,138833;-0,305280;1,444113;-0,095080;0,049853;0,045227
0,538218;-1,099665;-0,362262;1,461928;-0,095143;0,046728;0,048415
0,538318;-1,058859;-0,418749;1,477608;-0,095067;0,043533;0,051533
0,538418;-1,016473;-0,474657;1,491130;-0,094850;0,040272;0,054578
0,538518;-0,972569;-0,529903;1,502472;-0,094494;0,036949;0,057545
0,538618;-0,927209;-0,584407;1,511616;-0,093999;0,033570;0,060429
0,538718;-0,880461;-0,638086;1,518547;-0,093365;0,030139;0,063226
0,538818;-0,832390;-0,690862;1,523253;-0,092594;0,026662;0,065932
0,538918;-0,783068;-0,742657;1,525726;-0,091686;0,023143;0,068543
0,539018;-0,732566;-0,793394;1,525960;-0,090643;0,019588;0,071055
0,539118;-0,680957;-0,842998;1,523955;-0,089467;0,016002;0,073464
0,539218;-0,628317;-0,891395;1,519712;-0,088157;0,012391;0,075767
0,539318;-0,574721;-0,938513;1,513234;-0,086718;0,008758;0,077960
0,539418;-0,520249;-0,984283;1,504531;-0,085150;0,005111;0,080039
0,539518;-0,464979;-1,028635;1,493614;-0,083456;0,001453;0,082003
0,539618;-0,408993;-1,071504;1,480497;-0,081638;-0,002209;0,083847
0,539718;-0,352372;-1,112826;1,465199;-0,079699;-0,005870;0,085569
0,539818;-0,295199;-1,152540;1,447739;-0,077642;-0,009524;0,087166
0,539918;-0,237558;-1,190585;1,428143;-0,075469;-0,013167;0,088636
0,540018;-0,179533;-1,226905;1,406438;-0,073184;-0,016793;0,089977
0,540118;-0,121208;-1,261446;1,382654;-0,070790;-0,020397;0,091187
0,540218;-0,062671;-1,294155;1,356826;-0,068290;-0,023973;0,092263
0,540318;-0,004006;-1,324983;1,328989;-0,065688;-0,027516;0,093204
0,540418;0,054700;-1,353884;1,299184;-0,062989;-0,031020;0,094009
0,540518;0,113361;-1,380814;1,267453;-0,060194;-0,034481;0,094676
0,540618;0,171891;-1,405732;1,233841;-0,057310;-0,037894;0,095204
0,540718;0,230204;-1,428600;1,198396;-0,054340;-0,041253;0,095593
0,540818;0,288213;-1,449383;1,161171;-0,051287;-0,044554;0,095841
0,540918;0,345833;-1,468050;1,122217;-0,048158;-0,047791;0,095949
0,541018;0,402980;-1,484572;1,081592;-0,044955;-0,050960;0,095915
0,541118;0,459569;-1,498922;1,039353;-0,041685;-0,054055;0,095740
0,541218;0,515516;-1,511079;0,995563;-0,038351;-0,057074;0,095425
0,541318;0,570739;-1,521024;0,950285;-0,034959;-0,060010;0,094969
0,541418;0,625156;-1,528739;0,903583;-0,031513;-0,062859;0,094373
0,541518;0,678687;-1,534214;0,855527;-0,028019;-0,065618;0,093638
0,541618;0,731252;-1,537437;0,806185;-0,024482;-0,068283;0,092764
0,541718;0,782773;-1,538403;0,755630;-0,020906;-0,070848;0,091754
0,541818;0,833174;-1,537110;0,703936;-0,017298;-0,073311;0,090608
0,541918;0,882381;-1,533557;0,651176;-0,013661;-0,075667;0,089328
0,542018;0,930319;-1,527749;0,597430;-0,010003;-0,077914;0,087916
0,542118;0,976918;-1,519692;0,542774;-0,006327;-0,080047;0,086374
0,542218;1,022109;-1,509398;0,487289;-0,002641;-0,082064;0,084704
0,542318;1,065824;-1,496879;0,431055;0,001053;-0,083961;0,082908
0,542418;1,107997;-1,482154;0,374156;0,004746;-0,085736;0,080989
0,542518;1,148567;-1,465241;0,316674;0,008435;-0,087385;0,078950
0,542618;1,187472;-1,446166;0,258694;0,012114;-0,088908;0,076794
0,542718;1,224653;-1,424954;0,200300;0,015777;-0,090300;0,074523
0,542818;1,260056;-1,401636;0,141579;0,019419;-0,091560;0,072141
0,542918;1,293628;-1,376244;0,082616;0,023035;-0,092686;0,069652
0,543018;1,325316;-1,348815;0,023498;0,026619;-0,093677;0,067058
0,543118;1,355075;-1,319387;-0,035687;0,030166;-0,094530;0,064365
0,543218;1,382858;-1,288004;-0,094854;0,033670;-0,095245;0,061575
0,543318;1,408624;-1,254709;-0,153915;0,037127;-0,095820;0,058693
0,543418;1,432334;-1,219551;-0,212783;0,040532;-0,096254;0,055723
0,543518;1,453952;-1,182581;-0,271371;0,043878;-0,096547;0,052669
0,543618;1,473444;-1,143851;-0,329593;0,047162;-0,096698;0,049535
0,543718;1,490781;-1,103418;-0,387362;0,050379;-0,096707;0,046327
0,543818;1,505935;-1,061341;-0,444595;0,053523;-0,096573;0,043049
0,543918;1,518884;-1,017679;-0,501205;0,056591;-0,096297;0,039706
0,544018;1,529607;-0,972497;-0,557110;0,059577;-0,095879;0,036303
0,544118;1,538087;-0,925860;-0,612227;0,062477;-0,095320;0,032844
0,544218;1,544309;-0,877835;-0,666474;0,065286;-0,094620;0,029334
0,544318;1,548264;-0,828494;-0,719770;0,068001;-0,093781;0,025780
0,544418;1,549945;-0,777907;-0,772038;0,070618;-0,092803;0,022185
0,544518;1,549347;-0,726149;-0,823198;0,073132;-0,091687;0,018556
0,544618;1,546470;-0,673294;-0,873176;0,075539;-0,090437;0,014897
0,544718;1,541318;-0,619421;-0,921897;0,077837;-0,089052;0,011215
0,544818;1,533896;-0,564607;-0,969289;0,080022;-0,087535;0,007513
0,544918;1,524213;-0,508933;-1,015280;0,082090;-0,085889;0,003799
0,545018;1,512284;-0,452481;-1,059804;0,084038;-0,084115;0,000077
0,545118;1,498124;-0,395332;-1,102792;0,085864;-0,082217;-0,003647
0,545218;1,481753;-0,337572;-1,144181;0,087564;-0,080196;-0,007368
0,545318;1,463194;-0,279284;-1,183910;0,089136;-0,078056;-0,011080
0,545418;1,442472;-0,220554;-1,221918;0,090578;-0,075800;-0,014778
0,545518;1,419617;-0,161468;-1,258149;0,091887;-0,073431;-0,018456
0,545618;1,394662;-0,102114;-1,292549;0,093062;-0,070953;-0,022109
0,545718;1,367642;-0,042577;-1,325065;0,094100;-0,068368;-0,025732
0,545818;1,338596;0,017053;-1,355649;0,095000;-0,065682;-0,029318
0,545918;1,307565;0,076689;-1,384254;0,095761;-0,062897;-0,032864
0,546018;1,274594;0,136244;-1,410838;0,096381;-0,060019;-0,036363
0,546118;1,239731;0,195630;-1,435361;0,096860;-0,057050;-0,039810
0,546218;1,203025;0,254759;-1,457784;0,097196;-0,053995;-0,043200
0,546318;1,164530;0,313544;-1,478074;0,097389;-0,050860;-0,046529
0,546418;1,124301;0,371898;-1,496200;0,097439;-0,047648;-0,049791
0,546518;1,082398;0,429735;-1,512133;0,097345;-0,044364;-0,052981
0,546618;1,038880;0,486970;-1,525850;0,097108;-0,041012;-0,056095
0,546718;0,993811;0,543517;-1,537328;0,096727;-0,037599;-0,059128
0,546818;0,947256;0,599294;-1,546550;0,096204;-0,034128;-0,062076
0,546918;0,899283;0,654217;-1,553500;0,095539;-0,030605;-0,064933
0,547018;0,849963;0,708206;-1,558168;0,094733;-0,027036;-0,067697
0,547118;0,799366;0,761179;-1,560545;0,093786;-0,023424;-0,070362
0,547218;0,747567;0,813059;-1,560627;0,092701;-0,019776;-0,072925
0,547318;0,694642;0,863769;-1,558412;0,091479;-0,016097;-0,075382
0,547418;0,640668;0,913233;-1,553901;0,090122;-0,012393;-0,077729
0,547518;0,585724;0,961378;-1,547102;0,088631;-0,008668;-0,079963
0,547618;0,529890;1,008132;-1,538022;0,087008;-0,004929;-0,082080
0,547718;0,473248;1,053425;-1,526673;0,085257;-0,001180;-0,084077
0,547818;0,415881;1,097190;-1,513071;0,083379;0,002573;-0,085951
0,547918;0,357873;1,139362;-1,497236;0,081377;0,006323;-0,087700
0,548018;0,299310;1,179878;-1,479188;0,079254;0,010066;-0,089320
0,548118;0,240278;1,218676;-1,458954;0,077013;0,013796;-0,090809
0,548218;0,180862;1,255699;-1,436562;0,074657;0,017508;-0,092166
0,548318;0,121152;1,290892;-1,412044;0,072191;0,021196;-0,093387
0,548418;0,061233;1,324202;-1,385435;0,069616;0,024855;-0,094471
0,548518;0,001196;1,355578;-1,356774;0,066938;0,028478;-0,095416
0,548618;-0,058873;1,384974;-1,326101;0,064160;0,032062;-0,096222
0,548718;-0,118884;1,412345;-1,293461;0,061286;0,035600;-0,096886
0,548818;-0,178749;1,437649;-1,258900;0,058319;0,039087;-0,097407
0,548918;-0,238380;1,460848;-1,222469;0,055266;0,042519;-0,097785
0,549018;-0,297688;1,481908;-1,184220;0,052129;0,045890;-0,098019
0,549118;-0,356586;1,500796;-1,144210;0,048915;0,049194;-0,098109
0,549218;-0,414987;1,517482;-1,102495;0,045626;0,052428;-0,098054
0,549318;-0,472805;1,531942;-1,059137;0,042268;0,055586;-0,097854
0,549418;-0,529954;1,544152;-1,014198;0,038847;0,058663;-0,097510
0,549518;-0,586349;1,554094;-0,967745;0,035366;0,061656;-0,097022
0,549618;-0,641907;1,561752;-0,919845;0,031832;0,064559;-0,096391
0,549718;-0,696546;1,567114;-0,870567;0,028249;0,067368;-0,095618
0,549818;-0,750185;1,570170;-0,819985;0,024623;0,070080;-0,094703
0,549918;-0,802744;1,570915;-0,768171;0,020958;0,072689;-0,093648
0,550018;-0,854145;1,569346;-0,715201;0,017261;0,075193;-0,092454
0,550118;-0,904311;1,565465;-0,661154;0,013537;0,077586;-0,091123
0,550218;-0,953169;1,559276;-0,606107;0,009791;0,079867;-0,089658
0,550318;-1,000645;1,550787;-0,550143;0,006029;0,082031;-0,088059
0,550418;-1,046668;1,540011;-0,493343;0,002256;0,084074;-0,086330
0,550518;-1,091171;1,526960;-0,435789;-0,001522;0,085995;-0,084473
0,550618;-1,134087;1,511655;-0,377568;-0,005300;0,087790;-0,082490
0,550718;-1,175351;1,494115;-0,318764;-0,009071;0,089456;-0,080385
0,550818;-1,214902;1,474367;-0,259464;-0,012831;0,090991;-0,078160
0,550918;-1,252682;1,452437;-0,199756;-0,016574;0,092393;-0,075819
0,551018;-1,288632;1,428358;-0,139726;-0,020294;0,093659;-0,073364
0,551118;-1,322700;1,402163;-0,079463;-0,023986;0,094787;-0,070801
0,551218;-1,354835;1,373891;-0,019056;-0,027644;0,095776;-0,068132
0,551318;-1,384987;1,343582;0,041405;-0,031263;0,096624;-0,065361
0,551418;-1,413112;1,311280;0,101832;-0,034838;0,097330;-0,062492
0,551518;-1,439168;1,277032;0,162136;-0,038363;0,097893;-0,059530
0,551618;-1,463114;1,240886;0,222227;-0,041833;0,098312;-0,056479
0,551718;-1,484914;1,202897;0,282017;-0,045242;0,098586;-0,053343
0,551818;-1,504536;1,163118;0,341418;-0,048587;0,098714;-0,050127
0,551918;-1,521949;1,121608;0,400341;-0,051861;0,098697;-0,046835
0,552018;-1,537127;1,078428;0,458700;-0,055061;0,098534;-0,043473
0,552118;-1,550046;1,033639;0,516408;-0,058180;0,098226;-0,040046
0,552218;-1,560687;0,987308;0,573379;-0,061215;0,097772;-0,036557
0,552318;-1,569031;0,939502;0,629530;-0,064161;0,097175;-0,033014
0,552418;-1,575067;0,890291;0,684777;-0,067014;0,096433;-0,029420
0,552518;-1,578784;0,839746;0,739038;-0,069769;0,095549;-0,025780
0,552618;-1,580176;0,787943;0,792232;-0,072422;0,094524;-0,022102
0,552718;-1,579239;0,734957;0,844282;-0,074970;0,093358;-0,018389
0,552818;-1,575974;0,680865;0,895109;-0,077408;0,092055;-0,014647
0,552918;-1,570384;0,625747;0,944637;-0,079732;0,090615;-0,010882
0,553018;-1,562477;0,569683;0,992794;-0,081941;0,089040;-0,007100
0,553118;-1,552264;0,512757;1,039507;-0,084029;0,087334;-0,003305
0,553218;-1,539759;0,455051;1,084707;-0,085994;0,085498;0,000496
0,553318;-1,524978;0,396651;1,128327;-0,087833;0,083534;0,004298
0,553418;-1,507943;0,337642;1,170301;-0,089543;0,081447;0,008096
0,553518;-1,488679;0,278112;1,210567;-0,091121;0,079239;0,011883
0,553618;-1,467212;0,218147;1,249065;-0,092566;0,076913;0,015654
0,553718;-1,443573;0,157836;1,285737;-0,093875;0,074472;0,019403
0,553818;-1,417796;0,097268;1,320527;-0,095046;0,071920;0,023126
0,553918;-1,389918;0,036533;1,353385;-0,096077;0,069261;0,026816
0,554018;-1,359980;-0,024281;1,384261;-0,096966;0,066499;0,030467
0,554118;-1,328025;-0,085083;1,413108;-0,097713;0,063637;0,034076
0,554218;-1,294099;-0,145783;1,439883;-0,098316;0,060681;0,037635
0,554318;-1,258252;-0,206293;1,464545;-0,098774;0,057633;0,041141
0,554418;-1,220535;-0,266522;1,487057;-0,099086;0,054499;0,044587
0,554518;-1,181004;-0,326381;1,507385;-0,099252;0,051284;0,047968
0,554618;-1,139716;-0,385783;1,525499;-0,099272;0,047991;0,051281
0,554718;-1,096731;-0,444639;1,541369;-0,099145;0,044627;0,054518
0,554818;-1,052112;-0,502862;1,554973;-0,098871;0,041195;0,057677
0,554918;-1,005924;-0,560365;1,566290;-0,098452;0,037700;0,060752
0,555018;-0,958236;-0,617064;1,575300;-0,097887;0,034149;0,063738
0,555118;-0,909116;-0,672875;1,581991;-0,097177;0,030546;0,066631
0,555218;-0,858636;-0,727714;1,586351;-0,096324;0,026897;0,069427
0,555318;-0,806872;-0,781501;1,588373;-0,095328;0,023206;0,072122
0,555418;-0,753897;-0,834156;1,588053;-0,094190;0,019480;0,074711
0,555518;-0,699791;-0,885600;1,585391;-0,092913;0,015723;0,077191
0,555618;-0,644633;-0,935757;1,580389;-0,091499;0,011942;0,079557
0,555718;-0,588503;-0,984552;1,573055;-0,089949;0,008141;0,081807
0,555818;-0,531485;-1,031913;1,563398;-0,088265;0,004327;0,083938
0,555918;-0,473662;-1,077769;1,551431;-0,086451;0,000506;0,085945
0,556018;-0,415118;-1,122052;1,537171;-0,084508;-0,003318;0,087826
0,556118;-0,355942;-1,164696;1,520638;-0,082439;-0,007138;0,089578
0,556218;-0,296219;-1,205638;1,501856;-0,080248;-0,010950;0,091198
0,556318;-0,236037;-1,244816;1,480852;-0,077938;-0,014746;0,092684
0,556418;-0,175485;-1,282171;1,457656;-0,075511;-0,018522;0,094034
0,556518;-0,114653;-1,317648;1,432301;-0,072972;-0,022273;0,095245
0,556618;-0,053631;-1,351194;1,404825;-0,070325;-0,025991;0,096316
0,556718;0,007493;-1,382758;1,375266;-0,067573;-0,029673;0,097245
0,556818;0,068627;-1,412294;1,343667;-0,064719;-0,033312;0,098031
0,556918;0,129681;-1,439756;1,310075;-0,061769;-0,036903;0,098673
0,557018;0,190564;-1,465103;1,274539;-0,058727;-0,040441;0,099169
0,557118;0,251188;-1,488298;1,237109;-0,055597;-0,043921;0,099518
0,557218;0,311462;-1,509304;1,197842;-0,052384;-0,047337;0,099721
0,557318;0,371298;-1,528091;1,156793;-0,049092;-0,050684;0,099776
0,557418;0,430605;-1,544629;1,114024;-0,045727;-0,053957;0,099684
0,557518;0,489298;-1,558894;1,069596;-0,042293;-0,057152;0,099445
0,557618;0,547288;-1,570864;1,023575;-0,038795;-0,060264;0,099059
0,557718;0,604490;-1,580519;0,976029;-0,035238;-0,063287;0,098526
0,557818;0,660820;-1,587845;0,927026;-0,031629;-0,066219;0,097847
0,557918;0,716193;-1,592831;0,876638;-0,027971;-0,069053;0,097024
0,558018;0,770527;-1,595468;0,824941;-0,024271;-0,071786;0,096057
0,558118;0,823742;-1,595751;0,772009;-0,020533;-0,074414;0,094948
0,558218;0,875759;-1,593679;0,717920;-0,016764;-0,076933;0,093698
0,558318;0,926500;-1,589255;0,662755;-0,012969;-0,079339;0,092309
0,558418;0,975890;-1,582483;0,606593;-0,009154;-0,081629;0,090783
0,558518;1,023856;-1,573374;0,549518;-0,005324;-0,083799;0,089123
0,558618;1,070326;-1,561940;0,491614;-0,001484;-0,085846;0,087330
0,558718;1,115232;-1,548197;0,432965;0,002358;-0,087766;0,085408
0,558818;1,158505;-1,532164;0,373659;0,006199;-0,089558;0,083359
0,558918;1,200082;-1,513865;0,313783;0,010032;-0,091218;0,081186
0,559018;1,239901;-1,493326;0,253425;0,013851;-0,092743;0,078892
0,559118;1,277902;-1,470576;0,192674;0,017651;-0,094132;0,076481
0,559218;1,314028;-1,445649;0,131620;0,021426;-0,095382;0,073957
0,559318;1,348226;-1,418580;0,070353;0,025170;-0,096492;0,071322
0,559418;1,380445;-1,389408;0,008964;0,028879;-0,097459;0,068581
0,559518;1,410635;-1,358177;-0,052458;0,032546;-0,098283;0,065737
0,559618;1,438752;-1,324931;-0,113821;0,036166;-0,098962;0,062796
0,559718;1,464754;-1,289720;-0,175034;0,039733;-0,099494;0,059761
0,559818;1,488601;-1,252594;-0,236007;0,043243;-0,099880;0,056636
0,559918;1,510257;-1,213607;-0,296650;0,046691;-0,100118;0,053427
0,560018;1,529690;-1,172818;-0,356872;0,050070;-0,100208;0,050138
0,560118;1,546871;-1,130285;-0,416586;0,053376;-0,100150;0,046774
0,560218;1,561773;-1,086071;-0,475702;0,056604;-0,099944;0,043340
0,560318;1,574373;-1,040241;-0,534132;0,059750;-0,099590;0,039840
0,560418;1,584653;-0,992862;-0,591791;0,062808;-0,099089;0,036281
0,560518;1,592596;-0,944003;-0,648593;0,065774;-0,098442;0,032667
0,560618;1,598190;-0,893737;-0,704453;0,068644;-0,097648;0,029004
0,560718;1,601425;-0,842137;-0,759288;0,071414;-0,096710;0,025296
0,560818;1,602297;-0,789279;-0,813018;0,074078;-0,095629;0,021551
0,560918;1,600804;-0,735241;-0,865563;0,076634;-0,094406;0,017772
0,561018;1,596946;-0,680102;-0,916844;0,079077;-0,093043;0,013966
0,561118;1,590729;-0,623944;-0,966785;0,081404;-0,091542;0,010138
0,561218;1,582161;-0,566849;-1,015313;0,083611;-0,089905;0,006294
0,561318;1,571255;-0,508901;-1,062354;0,085695;-0,088135;0,002440
0,561418;1,558026;-0,450186;-1,107839;0,087653;-0,086234;-0,001419
0,561518;1,542492;-0,390791;-1,151700;0,089482;-0,084205;-0,005277
0,561618;1,524676;-0,330803;-1,193873;0,091179;-0,082052;-0,009128
0,561718;1,504604;-0,270311;-1,234293;0,092742;-0,079776;-0,012967
0,561818;1,482305;-0,209403;-1,272901;0,094168;-0,077381;-0,016787
0,561918;1,457810;-0,148171;-1,309640;0,095456;-0,074872;-0,020584
0,562018;1,431157;-0,086704;-1,344453;0,096602;-0,072251;-0,024351
0,562118;1,402383;-0,025092;-1,377291;0,097606;-0,069522;-0,028084
0,562218;1,371530;0,036571;-1,408102;0,098466;-0,066690;-0,031775
0,562318;1,338644;0,098197;-1,436841;0,099180;-0,063759;-0,035421
0,562418;1,303773;0,159693;-1,463466;0,099748;-0,060733;-0,039015
