"Time in s";"Phase Current A/Terminal j in kA";"Phase Current B/Terminal j in kA";"Phase Current C/Terminal j in kA";"Phase Voltage B/Terminal j in p.u.";"Phase Voltage C/Terminal j in p.u.";"Phase Voltage A/Terminal j in p.u."
0,041818;-0,109555;-1,821518;1,931073;-0,093748;-0,047401;0,141149
0,041918;-0,030066;-1,865289;1,895355;-0,089332;-0,053778;0,143110
0,042018;0,040024;-1,908689;1,868665;-0,094302;-0,008652;0,102954
0,042118;0,089390;-1,954749;1,865359;-0,104187;0,053701;0,050486
0,042218;0,122412;-2,003554;1,881142;-0,110486;0,084303;0,026183
0,042318;0,157064;-2,051872;1,894808;-0,106726;0,054829;0,051897
0,042418;0,212821;-2,095159;1,882338;-0,093110;-0,021642;0,114752
0,042518;0,297097;-2,130540;1,833443;-0,076461;-0,099230;0,175691
0,042618;0,399794;-2,158696;1,758903;-0,065524;-0,130947;0,196471
0,042718;0,499777;-2,183348;1,683571;-0,064992;-0,100898;0,165890
0,042818;0,578688;-2,208722;1,630034;-0,072454;-0,034373;0,106828
0,042918;0,632476;-2,236798;1,604322;-0,080339;0,020807;0,059532
0,043018;0,672817;-2,266215;1,593398;-0,081354;0,027924;0,053430
0,043118;0,717884;-2,293515;1,575631;-0,073506;-0,014012;0,087519
0,043218;0,779322;-2,315736;1,536414;-0,061177;-0,071680;0,132857
0,043318;0,854750;-2,332464;1,477714;-0,051631;-0,103027;0,154658
0,043418;0,930781;-2,345902;1,415121;-0,049591;-0,088056;0,137647
0,043518;0,993926;-2,358998;1,365073;-0,053836;-0,042623;0,096459
0,043618;1,041127;-2,373065;1,331938;-0,058220;-0,005768;0,063988
0,043718;1,082188;-2,386665;1,304477;-0,056298;-0,010304;0,066603
0,043818;1,132406;-2,396588;1,264181;-0,046147;-0,058268;0,104415
0,043918;1,200897;-2,400190;1,199293;-0,031870;-0,119000;0,150870
0,044018;1,283229;-2,397405;1,114176;-0,020725;-0,151103;0,171828
0,044118;1,363819;-2,390924;1,027105;-0,017940;-0,132311;0,150251
0,044218;1,426498;-2,384414;0,957916;-0,022963;-0,075772;0,098734
0,044318;1,465760;-2,380004;0,914244;-0,029796;-0,021131;0,050926
0,044418;1,490721;-2,376811;0,886089;-0,031175;-0,006879;0,038054
0,044518;1,518986;-2,371541;0,852555;-0,023594;-0,043685;0,067279
0,044618;1,564750;-2,360724;0,795973;-0,009644;-0,107468;0,117112
0,044718;1,629451;-2,343006;0,713555;0,003935;-0,156762;0,152827
0,044818;1,701332;-2,319944;0,618611;0,011007;-0,161672;0,150665
0,044918;1,763944;-2,294785;0,530841;0,010219;-0,123877;0,113658
0,045018;1,807370;-2,270188;0,462817;0,005670;-0,073889;0,068219
0,045118;1,834278;-2,246497;0,412218;0,003731;-0,048241;0,044509
0,045218;1,856829;-2,221767;0,364938;0,008392;-0,063377;0,054985
0,045318;1,887085;-2,193419;0,306334;0,018503;-0,104933;0,086430
0,045418;1,928102;-2,160266;0,232164;0,028835;-0,139589;0,110754
0,045518;1,972136;-2,123401;0,151266;0,034092;-0,140361;0,106268
0,045618;2,007075;-2,085327;0,078252;0,032910;-0,106726;0,073817
0,045718;2,026182;-2,047985;0,021803;0,028917;-0,065029;0,036112
0,045818;2,033848;-2,011162;-0,022686;0,028123;-0,049077;0,020954
0,045918;2,043037;-1,972466;-0,070572;0,034522;-0,075123;0,040601
0,046018;2,066159;-1,928930;-0,137229;0,047104;-0,129372;0,082268
0,046118;2,105886;-1,879120;-0,226766;0,060415;-0,177002;0,116588
0,046218;2,152535;-1,824252;-0,328283;0,068274;-0,186270;0,117996
0,046318;2,189969;-1,767526;-0,422443;0,068007;-0,150529;0,082522
0,046418;2,205970;-1,712130;-0,493840;0,062209;-0,092662;0,030453
0,046518;2,199916;-1,659290;-0,540626;0,056855;-0,049043;-0,007812
0,046618;2,182583;-1,607693;-0,574890;0,057144;-0,044598;-0,012546
0,046718;2,168445;-1,554613;-0,613832;0,064037;-0,076582;0,012545
0,046818;2,166035;-1,497894;-0,668141;0,073883;-0,118124;0,044241
0,046918;2,173066;-1,437372;-0,735694;0,081276;-0,138385;0,057109
0,047018;2,179415;-1,374782;-0,804633;0,083022;-0,124544;0,041522
0,047118;2,175410;-1,312303;-0,863106;0,080329;-0,089938;0,009609
0,047218;2,159200;-1,250870;-0,908330;0,077731;-0,063018;-0,014712
0,047318;2,137871;-1,189491;-0,948380;0,079591;-0,065621;-0,013970
0,047418;2,121683;-1,126075;-0,995609;0,086795;-0,096561;0,009765
0,047518;2,115840;-1,059122;-1,056718;0,096026;-0,132388;0,036362
0,047618;2,115954;-0,989027;-1,126927;0,102142;-0,144577;0,042435
0,047718;2,110633;-0,918005;-1,192628;0,101916;-0,120558;0,018642
0,047818;2,089411;-0,848685;-1,240726;0,096427;-0,073331;-0,023096
0,047918;2,050327;-0,782339;-1,267988;0,090382;-0,032725;-0,057657
0,048018;2,001704;-0,718022;-1,283682;0,088861;-0,024581;-0,064280
0,048118;1,956773;-0,653234;-1,303539;0,093787;-0,052690;-0,041097
0,048218;1,924875;-0,585645;-1,339231;0,102631;-0,096252;-0,006379
0,048318;1,905353;-0,514684;-1,390669;0,110218;-0,124478;0,014260
0,048418;1,888306;-0,441909;-1,446397;0,112323;-0,117836;0,005513
0,048518;1,861532;-0,369937;-1,491595;0,108503;-0,080951;-0,027552
0,048618;1,818702;-0,300713;-1,517989;0,102215;-0,038375;-0,063840
0,048718;1,763109;-0,234354;-1,528755;0,098217;-0,016687;-0,081530
0,048818;1,704625;-0,169313;-1,535312;0,099177;-0,025949;-0,073229
0,048918;1,652333;-0,103692;-1,548641;0,103919;-0,053623;-0,050296
0,049018;1,608265;-0,036707;-1,571558;0,108487;-0,074824;-0,033663
0,049118;1,566646;0,030767;-1,597412;0,109186;-0,071053;-0,038132
0,049218;1,518966;0,096920;-1,615886;0,105332;-0,043669;-0,061663
0,049318;1,460928;0,160433;-1,621361;0,099737;-0,012462;-0,087275
0,049418;1,396064;0,221527;-1,617591;0,096589;-0,000635;-0,095954
0,049518;1,333323;0,281837;-1,615160;0,098308;-0,017271;-0,081038
0,049618;1,280382;0,343192;-1,623574;0,103667;-0,050097;-0,053571
0,049718;1,237571;0,406173;-1,643744;0,108545;-0,073794;-0,034750
0,049818;1,196903;0,469493;-1,666396;0,108776;-0,067885;-0,040892
0,049918;1,147049;0,530676;-1,677724;0,103080;-0,031396;-0,071685
0,050018;1,080840;0,587571;-1,668411;0,093971;0,016127;-0,110098
0,050118;1,000107;0,639670;-1,639778;0,086046;0,047910;-0,133956
0,050218;0,914504;0,688333;-1,602837;0,082866;0,048089;-0,130956
0,050318;0,835219;0,735779;-1,570999;0,084630;0,021957;-0,106586
0,050418;0,767974;0,783592;-1,551567;0,088237;-0,008621;-0,079616
0,050518;0,710064;0,831754;-1,541818;0,089616;-0,020982;-0,068635
0,050618;0,653251;0,878848;-1,532099;0,086609;-0,007245;-0,079364
0,050718;0,590160;0,923207;-1,513367;0,080351;0,021246;-0,101597
0,050818;0,519488;0,964138;-1,483626;0,074240;0,043335;-0,117575
0,050918;0,446377;1,002337;-1,448715;0,071302;0,044102;-0,115405
0,051018;0,377937;1,039222;-1,417159;0,071918;0,025799;-0,097717
0,051118;0,317396;1,075713;-1,393109;0,073548;0,005872;-0,079420
0,051218;0,261290;1,111388;-1,372678;0,072626;0,003761;-0,076388
0,051318;0,201797;1,144650;-1,346447;0,067229;0,026236;-0,093465
0,051418;0,132514;1,173796;-1,306310;0,058555;0,061970;-0,120525
0,051518;0,053455;1,198231;-1,251685;0,050160;0,089302;-0,139461
0,051618;-0,028426;1,218924;-1,190498;0,045470;0,091567;-0,137037
0,051718;-0,103654;1,237790;-1,134135;0,045379;0,069016;-0,114394
0,051818;-0,166549;1,256396;-1,089847;0,047605;0,038813;-0,086417
0,051918;-0,218996;1,274902;-1,055907;0,048283;0,023169;-0,071452
0,052018;-0,269074;1,291965;-1,022890;0,044630;0,034063;-0,078693
0,052118;-0,325526;1,305654;-0,980128;0,036809;0,065306;-0,102115
0,052218;-0,391941;1,314733;-0,922792;0,027714;0,097351;-0,125064
0,052318;-0,464657;1,319413;-0,854757;0,020873;0,111170;-0,132043
0,052418;-0,535638;1,321091;-0,785453;0,018005;0,101255;-0,119260
0,052518;-0,598150;1,321300;-0,723150;0,017936;0,078651;-0,096587
0,052618;-0,651135;1,320652;-0,669517;0,017616;0,062243;-0,079859
0,052718;-0,699299;1,318512;-0,619213;0,014409;0,064886;-0,079295
0,052818;-0,749082;1,313597;-0,564515;0,007997;0,084441;-0,092438
0,052918;-0,803618;1,305025;-0,501407;0,000526;0,106004;-0,106530
0,053018;-0,860418;1,293018;-0,432600;-0,005061;0,113414;-0,108353
0,053118;-0,913419;1,278741;-0,365322;-0,007273;0,101503;-0,094230
0,053218;-0,957824;1,263403;-0,305579;-0,007224;0,080117;-0,072893
0,053318;-0,994095;1,247279;-0,253184;-0,007879;0,067045;-0,059166
0,053418;-1,028100;1,229398;-0,201298;-0,011925;0,075018;-0,063093
0,053518;-1,067202;1,208133;-0,140930;-0,019795;0,102175;-0,082380
0,053618;-1,115031;1,182304;-0,067273;-0,029284;0,132891;-0,103607
0,053718;-1,168647;1,152022;0,016625;-0,037012;0,148382;-0,111370
0,053818;-1,220147;1,118679;0,101468;-0,040713;0,139567;-0,098854
0,053918;-1,261621;1,084097;0,177524;-0,040729;0,113139;-0,072411
0,054018;-1,290056;1,049416;0,240640;-0,039693;0,086698;-0,047005
0,054118;-1,308873;1,014485;0,294388;-0,040658;0,076547;-0,035889
0,054218;-1,325172;0,978139;0,347033;-0,045017;0,086847;-0,041830
0,054318;-1,344773;0,939124;0,405649;-0,051676;0,107625;-0,055949
0,054418;-1,368553;0,896992;0,471561;-0,058008;0,122707;-0,064699
0,054518;-1,392542;0,852346;0,540196;-0,061837;0,121601;-0,059764
0,054618;-1,411475;0,806302;0,605174;-0,063011;0,106749;-0,043738
0,054718;-1,423031;0,759592;0,663438;-0,063429;0,091098;-0,027669
0,054818;-1,429627;0,712005;0,717622;-0,065564;0,088051;-0,022488
0,054918;-1,436501;0,662559;0,773942;-0,070566;0,101255;-0,030689
0,055018;-1,447560;0,610294;0,837267;-0,077361;0,121697;-0,044336
0,055118;-1,462115;0,555078;0,907037;-0,083380;0,134161;-0,050781
0,055218;-1,474963;0,497843;0,977120;-0,086398;0,128315;-0,041917
0,055318;-1,479824;0,440043;1,039781;-0,086148;0,106378;-0,020230
0,055418;-1,473720;0,382729;1,090991;-0,084553;0,081844;0,002709
0,055518;-1,459157;0,325874;1,133282;-0,084402;0,070154;0,014248
0,055618;-1,442537;0,268440;1,174097;-0,087423;0,077967;0,009456
0,055718;-1,429897;0,209124;1,220772;-0,093100;0,098617;-0,005517
0,055818;-1,422922;0,147292;1,275630;-0,099069;0,116880;-0,017811
0,055918;-1,417981;0,083418;1,334563;-0,102775;0,119570;-0,016795
0,056018;-1,408763;0,018787;1,389976;-0,103216;0,104444;-0,001228
0,056118;-1,390603;-0,045349;1,435951;-0,101547;0,081250;0,020296
0,056218;-1,363456;-0,108527;1,471983;-0,100168;0,064429;0,035738
0,056318;-1,331548;-0,171246;1,502794;-0,100979;0,062859;0,038120
0,056418;-1,300115;-0,234457;1,534573;-0,104081;0,073986;0,030096
0,056518;-1,271687;-0,298780;1,570467;-0,107809;0,086334;0,021476
0,056618;-1,244586;-0,364011;1,608597;-0,110047;0,088315;0,021732
0,056718;-1,214615;-0,429289;1,643904;-0,109823;0,076803;0,033019
0,056818;-1,178580;-0,493743;1,672323;-0,108025;0,059266;0,048759
0,056918;-1,136955;-0,557163;1,694118;-0,106729;0,048020;0,058709
0,057018;-1,093712;-0,620151;1,713863;-0,107630;0,050898;0,056733
0,057118;-1,053406;-0,683653;1,737058;-0,110748;0,065169;0,045580
0,057218;-1,017640;-0,748190;1,765830;-0,114326;0,079144;0,035182
0,057318;-0,983526;-0,813353;1,796879;-0,116024;0,080340;0,035683
0,057418;-0,945311;-0,877923;1,823234;-0,114545;0,064353;0,050191
0,057518;-0,898109;-0,940567;1,838676;-0,110550;0,038134;0,072417
0,057618;-0,841157;-1,000612;1,841769;-0,106218;0,015348;0,090870
0,057718;-0,778351;-1,058401;1,836751;-0,103765;0,007142;0,096623
0,057818;-0,715730;-1,114961;1,830691;-0,103981;0,014805;0,089176
0,057918;-0,657674;-1,171272;1,828946;-0,105791;0,029384;0,076407
0,058018;-0,604426;-1,227605;1,832031;-0,107105;0,038318;0,068788
0,058118;-0,552539;-1,283410;1,835949;-0,106330;0,034215;0,072115
0,058218;-0,497760;-1,337763;1,835523;-0,103441;0,019576;0,083864
0,058318;-0,438186;-1,390041;1,828227;-0,099886;0,004278;0,095608
0,058418;-0,375441;-1,440315;1,815756;-0,097431;-0,002100;0,099531
0,058518;-0,313137;-1,489190;1,802327;-0,096814;0,002591;0,094223
0,058618;-0,253876;-1,537236;1,791112;-0,097192;0,011609;0,085583
0,058718;-0,197083;-1,584442;1,781525;-0,096777;0,014490;0,082287
0,058818;-0,139289;-1,630108;1,769397;-0,094174;0,004964;0,089210
0,058918;-0,076687;-1,673267;1,749954;-0,089441;-0,014193;0,103635
0,059018;-0,008067;-1,713333;1,721400;-0,084102;-0,032912;0,117014
0,059118;0,064018;-1,750504;1,686487;-0,080095;-0,040924;0,121018
0,059218;0,134758;-1,785623;1,650865;-0,078403;-0,035103;0,113506
0,059318;0,200255;-1,819583;1,619328;-0,078359;-0,021800;0,100159
0,059418;0,260124;-1,852692;1,592569;-0,078097;-0,012499;0,090596
0,059518;0,317714;-1,884431;1,566717;-0,075839;-0,015910;0,091749
0,059618;0,377804;-1,913774;1,535970;-0,071108;-0,032053;0,103161
0,059718;0,443370;-1,939844;1,496474;-0,065012;-0,052455;0,117466
0,059818;0,513663;-1,962444;1,448781;-0,059439;-0,066175;0,125614
0,059918;0,584850;-1,982115;1,397265;-0,055746;-0,067317;0,123064
